scheme,space,R2,RMSE,MAE,bias,spearman
random_10fold,HI,-0.014226204706377032,7.6925671327277225,3.835815352895447,0.04084676373757799,0.46749144214398836
random_10fold,log10_HI,-0.037854482291528546,0.5284435683837276,0.3888441799058538,0.03687998366644411,0.46749144214398836
spatial_block_0.5deg,HI,-0.07775058186446926,7.929814249101999,4.63243595290217,-0.09290251341985048,0.23898409955590952
spatial_block_0.5deg,log10_HI,-0.2320607460212818,0.5757665686564363,0.4605550818597279,0.1818047184069499,0.23898409955590952
zone_median_recovery_blockCV,HI,,,64.69003644753961,70.58265730886467,0.8732099189238763
