PO4_mg_L,As_desorbed_frac,As_sorbed_frac,As_aq_relative,P_sorbed_umol_L
0.01,0.350533771482083,0.649466228517917,1.0,0.08657290157895083
0.01133019248813323,0.35080968888771924,0.6491903111122808,1.0007871350154642,0.0980676513087445
0.012837326181815068,0.35112267611542736,0.6488773238845726,1.0016800225292257,0.1110853896705345
0.014544937667291712,0.35147776865873626,0.6485222313412637,1.0026930277578163,0.12582697122609207
0.016479694349831462,0.3518807015731811,0.6481192984268189,1.0038425116227838,0.14251946736483212
0.018671810912919206,0.3523380110112695,0.6476619889887305,1.0051471204088498,0.1614195073586157
0.021155521174540115,0.3528571516855624,0.6471428483144376,1.0066281208616674,0.18281702038736033
0.02396961270943179,0.3534466330715694,0.6465533669284306,1.0083097887463761,0.20703941864058248
0.027158032586386688,0.3541161777343531,0.6458838222656469,1.0102198605204953,0.23445626275912068
0.030770573680275592,0.35487690586727194,0.6451230941327281,1.0123900597846134,0.26548445081120353
0.03486365227678086,0.35574155100123783,0.6442584489987622,1.0148567126560615,0.3005939700469457
0.039501189113527124,0.3567247129194341,0.6432752870805659,1.0176614692820471,0.3403142459238252
0.04475560761664152,0.35784315514677234,0.6421568448532277,1.0208521525152479,0.3852411140398723
0.050708964921991014,0.35911615603791147,0.6408838439620885,1.0244837594949596,0.4360444258091561
0.0574542333440154,0.3605659245374425,0.6394340754625575,1.028619647724505,0.49347627535867594
0.0650967523045817,0.3622180942180562,0.6377819057819438,1.033332944459448,0.5583797995207391
0.07375587339632411,0.36410231231320167,0.6358976876867983,1.0387082270953516,0.6316984496879795
0.0835668242710737,0.3662529442438408,0.6337470557561592,1.044843533036192,0.7144855562084772
0.0946828204613269,0.36870991866971803,0.631290081330282,1.0518527704500051,0.8079138922441692
0.10727745811461933,0.37151974336623717,0.6284802566337628,1.0598686163544926,0.9132847793334016
0.12154742500762872,0.374736728094031,0.625263271905969,1.0690460052097581,1.0320360394511734
0.13771557217733713,0.37842445658006263,0.6215755434199374,1.0795663281744743,1.1657477570175487
0.15603439413826348,0.3826575546283998,0.6173424453716002,1.0916424771584636,1.3161443249196152
0.17678997203557725,0.3875238028207654,0.6124761971792346,1.1055248719182915,1.4850905494173314
0.20030644131347813,0.39312663554263094,0.6068733644573691,1.1215085892593522,1.6745785954218686
0.22695105366946697,0.3995880442791775,0.6004119557208225,1.139941645535862,1.886701155935039
0.2571399123459716,0.40705184596930155,0.5929481540306984,1.161234320585591,2.1236042962017105
0.29134447032615646,0.4156871577801803,0.5843128422198197,1.1858690705395483,2.387410829253283
0.3300988929148571,0.42569168876841645,0.5743083112315835,1.214409918247135,2.6801017890324412
0.37400839968450095,0.43729403792439403,0.562705962075606,1.2475090091190988,3.0033398414943395
0.4237587160604063,0.45075346515296577,0.5492465348470342,1.2859059577830303,3.3582153339081615
0.48012678214885984,0.46635445502467765,0.5336455449753224,1.3304123395954006,3.744895817440913
0.5439928860454591,0.48439179822844336,0.5156082017715566,1.3818691311265063,4.162169129953711
0.6163544111070177,0.5051402461564614,0.4948597538435386,1.4410601409978008,4.606899038800146
0.6983414118752513,0.5288024258374204,0.4711975741625796,1.508563422010964,5.07347515103925
0.7912342618981326,0.5554326978920068,0.4445673021079932,1.5845340537192631,5.553441963503962
0.8964836490511864,0.5848471108066491,0.4151528891933509,1.668447260684389,6.035604227304863
1.0157332306214018,0.6165508139235318,0.3834491860764682,1.7588913368224373,6.506919154885404
1.1508453019533904,0.6497314531848066,0.35026854681519337,1.8535488048346769,6.954244378499585
1.3039298795195724,0.6833542691673636,0.31664573083263636,1.949467711136906,7.36650527063506
1.4773776525985127,0.7163412731095242,0.28365872689047583,2.04357277782617,7.736427944514359
1.6738973181607557,0.7477605537198928,0.25223944628010725,2.1332054556635303,8.061128081431313
1.8965578820131352,0.7769479715925349,0.22305202840746513,2.2164710929493063,8.341510615664138
2.1488365868095096,0.8035337074423603,0.1964662925576397,2.2923146721212047,8.581019388888617
2.434673215409495,0.8273982726985571,0.17260172730144288,2.360395317119533,8.784359309500685
2.7585316176291843,0.8485999624751204,0.15140003752487963,2.420879331789277,8.956542195448293
3.125469421234019,0.8673048457538948,0.1326951542461052,2.474240476422186,9.102319184162367
3.5412170158355796,0.8837329179937575,0.11626708200624249,2.5211063523416546,9.225914930008242
4.012267043166986,0.8981221061643019,0.10187789383569809,2.5621557157445185,9.330950375636489
4.5459757912875105,0.9107067008340748,0.08929329916592521,2.598056948931165,9.42046489694625
5.150678076168127,0.9217058185400446,0.0782941814599554,2.6294351458434475,9.496981465687576
5.835817404739263,0.9313182098944652,0.06868179010553478,2.656857300672577,9.562583928872955
6.612093452129396,0.9397207992837542,0.06027920071624585,2.6808281419235134,9.618991489247254
7.49162915621514,0.9470692632330422,0.05293073676695779,2.701791782368822,9.66762435449286
8.488160038962867,0.9534996153872043,0.04650038461279576,2.7201362406701546,9.709659010407455
9.617248711152975,0.959130198848658,0.040869801151342,2.736199125103934,9.74607361278557
10.89652791036143,0.9640637548785024,0.03593624512149764,2.7502735351357694,9.77768476832472
12.345975867671116,0.9683893969402829,0.03161060305971706,2.762613692957058,9.805177143897833
13.988228303456141,0.9721844113670185,0.027815588632981482,2.773440080413793,9.829127249023696
15.848931924611133,0.9755158573441467,0.02448414265585326,2.782944003425384,9.850022547976026
