phys_zone,mean_percentile,trend_pct_per_yr,trend_p_value,seasonal_amplitude,n_observations,as_median,as_mean,as_std
Northern_Terrace,26.421489228372987,-3.2851488480157367,1.8178015352100122e-08,95.3821707367897,345,2.602895,7.091584538461539,12.983422347906085
Barind_Tract,20.80139961078547,-2.661838160581523,6.963450333696945e-06,87.46079787611961,345,1.882285,9.871353505747127,21.469944337051142
Eastern_Hills,31.000115096223528,-1.6967585257115179,0.0017712567097311084,81.64493179321289,345,0.46704999999999997,4.489391229508197,14.539075127565745
Ganges_Floodplain,29.898962303693743,-1.4027905546150874,0.02883588948222735,94.92721658945084,345,8.654885,33.326550570175435,66.21184164313826
Brahmaputra_Floodplain,31.89474236861519,-1.3255158489631615,0.03266144776799898,88.114786028862,345,2.2967,8.330859806763286,16.463518241253485
Meghna_Floodplain,29.708130349283632,-1.0042548595849916,0.08443991898941518,90.8728039264679,345,7.3008,30.711414602076122,60.61991671661736
GBM_Delta,43.75420074670211,0.9489429780657144,0.13819766208003756,86.41956448554993,345,7.3386,34.538188355640536,63.84450966463829
