ssp,year,HI_median,HI_p2.5,HI_p25,HI_p75,HI_p97.5,HI_exceed_pct,CR_median,CR_p2.5,CR_p97.5,CR_exceed_pct
SSP2-4.5,2030,1.8585560731732982,1.3202741465316001,1.6405286763837177,2.09179544344349,2.630385448088175,99.98,0.00018554864664311515,0.00012180671053224185,0.00028266958176995034,99.78
SSP2-4.5,2040,2.1930501821304618,1.5375900702629726,1.9339453224251668,2.480677923801996,3.1952572001743578,100.0,0.0002544475731821709,0.0001598677120057364,0.0004002030066500975,99.98
SSP2-4.5,2050,2.6801271748824247,1.8198887536209194,2.3507669007750405,3.068141782539313,3.9785690151664417,100.0,0.000348774578205911,0.00021116818963031007,0.0005550167574178996,100.0
SSP2-4.5,2060,3.033027735296372,2.0092276392197626,2.619149811243574,3.483146717972123,4.62692492287216,100.0,0.0004186629599970849,0.0002533705119286373,0.0006780958082445731,100.0
SSP5-8.5,2030,2.104008170684331,1.4828884924634362,1.868907634010341,2.359127103034941,2.9532986144583684,100.0,0.00023394541745490612,0.00015392326233004612,0.0003491650744456293,100.0
SSP5-8.5,2040,2.7047716158998005,1.8523515360133176,2.3736121589357073,3.071578285371356,3.939279630569576,100.0,0.00035295817495625207,0.0002236098980581681,0.0005349818622743712,100.0
SSP5-8.5,2050,3.405403782209027,2.254103501558707,2.9687754107961686,3.9150025471574925,5.087862766394534,100.0,0.000493331466683258,0.00031056300866238236,0.0007585024721285923,100.0
SSP5-8.5,2060,4.265798560425588,2.7563638302351743,3.670328752260466,4.911167358786407,6.389703609106049,100.0,0.0006634045270046869,0.00040169829638375155,0.0010097910986734907,100.0
