DALY_multi_median,DALY_multi_CI_lo,DALY_multi_CI_hi,DALY_as_only_median,DALY_as_only_CI_lo,DALY_as_only_CI_hi,cancer_cases_median,cancer_cases_CI_lo,cancer_cases_CI_hi
59012558.48613516,54501243.02326411,63845843.1189099,16433962.942192504,14475722.271571126,19475287.89784422,26506.267817965527,24363.50612094163,29830.655721457853
