date,phys_zone,gws_percentile_mean,gws_percentile_std,n_cells
2018-05-28,Barind_Tract,87.9388198852539,8.926495552062988,40
2018-05-28,Northern_Terrace,76.58324432373047,7.6316022872924805,60
2018-05-28,Brahmaputra_Floodplain,75.80062866210938,15.578210830688477,97
2018-05-28,Ganges_Floodplain,95.90602111816406,3.0861871242523193,41
2018-05-28,GBM_Delta,88.8853530883789,14.03933334350586,55
2018-05-28,Meghna_Floodplain,91.98289489746094,8.738314628601074,26
2018-05-28,Eastern_Hills,60.16582107543945,18.81186294555664,75
2018-06-04,Barind_Tract,82.9520263671875,8.86895751953125,40
2018-06-04,Northern_Terrace,68.95039367675781,6.7377777099609375,60
2018-06-04,Brahmaputra_Floodplain,66.01749420166016,17.453338623046875,97
2018-06-04,Ganges_Floodplain,95.0540771484375,2.935126543045044,41
2018-06-04,GBM_Delta,84.97025299072266,14.053780555725098,55
2018-06-04,Meghna_Floodplain,85.05551147460938,10.512332916259766,26
2018-06-04,Eastern_Hills,52.36444854736328,14.630053520202637,75
2018-06-11,Barind_Tract,76.58470153808594,8.427877426147461,40
2018-06-11,Northern_Terrace,56.2570915222168,8.20119571685791,60
2018-06-11,Brahmaputra_Floodplain,49.84812545776367,17.947551727294922,97
2018-06-11,Ganges_Floodplain,90.97356414794922,5.001073837280273,41
2018-06-11,GBM_Delta,80.63253784179688,8.636702537536621,55
2018-06-11,Meghna_Floodplain,74.92520141601562,6.479136943817139,26
2018-06-11,Eastern_Hills,52.691349029541016,10.214726448059082,75
2018-06-18,Barind_Tract,63.078285217285156,9.240798950195312,40
2018-06-18,Northern_Terrace,47.014705657958984,9.17874526977539,60
2018-06-18,Brahmaputra_Floodplain,46.2260856628418,16.994121551513672,97
2018-06-18,Ganges_Floodplain,78.02383422851562,8.389708518981934,41
2018-06-18,GBM_Delta,73.68321228027344,5.691516876220703,55
2018-06-18,Meghna_Floodplain,70.2380142211914,3.8597936630249023,26
2018-06-18,Eastern_Hills,71.0029525756836,9.26392936706543,75
2018-06-25,Barind_Tract,42.9669303894043,12.665913581848145,40
2018-06-25,Northern_Terrace,33.36478042602539,10.945821762084961,60
2018-06-25,Brahmaputra_Floodplain,37.807228088378906,22.69275665283203,97
2018-06-25,Ganges_Floodplain,65.45882415771484,10.265388488769531,41
2018-06-25,GBM_Delta,64.99798583984375,7.82135009765625,55
2018-06-25,Meghna_Floodplain,63.85828399658203,5.3047027587890625,26
2018-06-25,Eastern_Hills,65.46177673339844,13.975804328918457,75
2018-07-02,Barind_Tract,23.287691116333008,12.959901809692383,40
2018-07-02,Northern_Terrace,19.4002742767334,9.095457077026367,60
2018-07-02,Brahmaputra_Floodplain,22.56611442565918,16.79973793029785,97
2018-07-02,Ganges_Floodplain,53.73007583618164,11.919178009033203,41
2018-07-02,GBM_Delta,62.579063415527344,6.191564559936523,55
2018-07-02,Meghna_Floodplain,57.67496109008789,8.640129089355469,26
2018-07-02,Eastern_Hills,59.309165954589844,19.88347816467285,75
2018-07-09,Barind_Tract,20.50699806213379,12.410752296447754,40
2018-07-09,Northern_Terrace,21.85257911682129,13.45236873626709,60
2018-07-09,Brahmaputra_Floodplain,21.052127838134766,16.60503387451172,97
2018-07-09,Ganges_Floodplain,46.99615478515625,11.105927467346191,41
