phys_zone,n_obs,mean_lwe_cm,trend_cm_per_yr,trend_p,amplitude_cm,as_median
Northern_Terrace,255,-20.523560855900758,-2.7711995132115406,6.557609295237674e-30,147.7443923658646,2.602895
Barind_Tract,255,-6.005555191428113,-0.6574048300531908,0.0002350282652384406,86.87564518208637,1.882285
Brahmaputra_Floodplain,255,-4.740819794819809,-0.5906215001611812,0.00031888240478080587,85.7893080288751,2.2967
GBM_Delta,255,-2.5224587804297918,-0.25960105000583084,0.00032486924306112194,36.099611178764206,7.3386
Eastern_Hills,255,-0.6476095459130842,-0.03410430932875907,0.7875654939566459,63.39254852051221,0.46704999999999997
Ganges_Floodplain,255,-0.9958186678579725,-0.004239169839253923,0.983151687929134,91.3043734765929,8.654885
Meghna_Floodplain,255,2.429991174075179,0.41522447434683285,0.021470091714547338,87.72944857220602,7.3008
