ssp,year,depth_zone,phys_zone,contaminant,baseline,precip_delta,temp_delta,projected,total_change_pct,baseline_exceeds_who,projected_exceeds_who,who_guideline
SSP2-4.5,2030,Medium_Deep,Meghna_Floodplain,NO3-,1.7,-0.024999999999999984,0.051000000000000004,1.726,1.5294117647058838,False,False,50.0
SSP2-4.5,2030,Medium_Deep,Eastern_Hills,As,0.09455,0.36740166666666674,0.005673,0.46762466666666674,394.57923497267774,False,False,10.0
SSP2-4.5,2030,Medium_Deep,Eastern_Hills,Mn2+,0.1451,-0.009541666666666669,0.0069648,0.14252313333333333,-1.7759246496669034,False,False,0.4
SSP2-4.5,2030,Medium_Deep,Eastern_Hills,Fe2+,3.567005,-0.2395516666666667,0.12841218,3.4558655133333334,-3.1157648129640028,True,True,0.3
SSP2-4.5,2030,Medium_Deep,Eastern_Hills,Cr3+,0.0068000000000000005,-0.0005150000000000002,0.0001224,0.006407400000000001,-5.773529411764704,False,False,0.05
SSP2-4.5,2030,Medium_Deep,Eastern_Hills,NO3-,1.2,0.041666666666666664,0.036,1.2776666666666667,6.472222222222232,False,False,50.0
SSP2-4.5,2030,Deep,Northern_Terrace,As,1.7324,0.35288166666666665,0.103944,2.1892256666666663,26.36952589856075,False,False,10.0
SSP2-4.5,2030,Deep,Northern_Terrace,Mn2+,0.23079,-0.027098333333333335,0.01107792,0.21476958666666665,-6.941554371217706,False,False,0.4
SSP2-4.5,2030,Deep,Northern_Terrace,Fe2+,2.81453,0.008225000000000001,0.10132308,2.9240780799999997,3.892233516786096,True,True,0.3
SSP2-4.5,2030,Deep,Northern_Terrace,Cr3+,0.0041,-0.0005166666666666667,7.38e-05,0.003657133333333334,-10.801626016260157,False,False,0.05
SSP2-4.5,2030,Deep,Northern_Terrace,NO3-,1.2,-0.016666666666666642,0.036,1.2193333333333334,1.6111111111111187,False,False,50.0
SSP2-4.5,2030,Deep,Brahmaputra_Floodplain,As,0.2965,0.44614333333333334,0.01779,0.7604333333333333,156.4699269252389,False,False,10.0
SSP2-4.5,2030,Deep,Brahmaputra_Floodplain,Mn2+,0.22946,-0.022843333333333334,0.011014079999999999,0.21763074666666668,-5.155257270693505,False,False,0.4
SSP2-4.5,2030,Deep,Brahmaputra_Floodplain,Fe2+,1.32796,0.04463666666666666,0.04780656,1.4204032266666666,6.961296022972574,True,True,0.3
SSP2-4.5,2030,Deep,Brahmaputra_Floodplain,Cr3+,0.0032,-0.00036666666666666667,5.76e-05,0.0028909333333333336,-9.658333333333328,False,False,0.05
SSP2-4.5,2030,Deep,Brahmaputra_Floodplain,NO3-,1.8,-0.08333333333333333,0.054000000000000006,1.7706666666666668,-1.6296296296296229,False,False,50.0
SSP2-4.5,2030,Deep,Ganges_Floodplain,As,10.1645,0.134775,0.60987,10.909145,7.325938314722811,True,True,10.0
SSP2-4.5,2030,Deep,Ganges_Floodplain,Mn2+,0.2566,0.0074666666666666675,0.012316800000000001,0.2763834666666667,7.709846713432071,False,False,0.4
SSP2-4.5,2030,Deep,Ganges_Floodplain,Fe2+,2.67919,0.10436583333333334,0.09645084000000001,2.880006673333334,7.495424860996557,True,True,0.3
SSP2-4.5,2030,Deep,Ganges_Floodplain,Cr3+,0.00615,-0.0008583333333333333,0.00011069999999999998,0.005402366666666667,-12.156639566395663,False,False,0.05
SSP2-4.5,2030,Deep,Ganges_Floodplain,NO3-,1.3,0.05000000000000001,0.039,1.389,6.846153846153843,False,False,50.0
SSP2-4.5,2030,Deep,GBM_Delta,As,3.48725,0.2389758333333333,0.209235,3.9354608333333334,12.852844887327649,False,False,10.0
SSP2-4.5,2030,Deep,GBM_Delta,Mn2+,0.213225,-0.026820833333333332,0.0102348,0.19663896666666666,-7.77865322233947,False,False,0.4
SSP2-4.5,2030,Deep,GBM_Delta,Fe2+,1.54091,0.16854499999999997,0.055472759999999996,1.76492776,14.538017145712596,True,True,0.3
SSP2-4.5,2030,Deep,GBM_Delta,Cr3+,0.00865,-0.0001358333333333333,0.00015569999999999996,0.008669866666666666,0.2296724470134872,False,False,0.05
SSP2-4.5,2030,Deep,GBM_Delta,NO3-,2.2,-0.08416666666666672,0.066,2.1818333333333335,-0.8257575757575755,False,False,50.0
SSP2-4.5,2030,Deep,Meghna_Floodplain,As,2.3027,0.7714166666666665,0.138162,3.2122786666666667,39.50052836525237,False,False,10.0
SSP2-4.5,2030,Deep,Meghna_Floodplain,Mn2+,0.27829,-0.030981666666666664,0.01335792,0.2606662533333333,-6.3328709859019945,False,False,0.4
SSP2-4.5,2030,Deep,Meghna_Floodplain,Fe2+,3.66245,-0.07103666666666672,0.1318482,3.7232615333333334,1.660405830341253,True,True,0.3
SSP2-4.5,2030,Deep,Meghna_Floodplain,Cr3+,0.0062,-0.00028666666666666673,0.00011159999999999999,0.006024933333333333,-2.8236559139784996,False,False,0.05
SSP2-4.5,2030,Deep,Meghna_Floodplain,NO3-,1.2,0.08333333333333333,0.036,1.3193333333333332,9.944444444444441,False,False,50.0
SSP2-4.5,2030,Deep,Eastern_Hills,As,0.10005,0.3988475,0.006003,0.5049005,404.64817591204394,False,False,10.0
SSP2-4.5,2030,Deep,Eastern_Hills,Mn2+,0.26636000000000004,-0.032901666666666676,0.012785280000000001,0.2462436133333334,-7.552330179706656,False,False,0.4
SSP2-4.5,2030,Deep,Eastern_Hills,Fe2+,5.62028,-0.7091091666666666,0.20233008,5.113500913333334,-9.016972226769246,True,True,0.3
SSP2-4.5,2030,Deep,Eastern_Hills,Cr3+,0.0068000000000000005,-0.0008566666666666667,0.0001224,0.006065733333333333,-10.798039215686279,False,False,0.05
SSP2-4.5,2030,Deep,Eastern_Hills,NO3-,1.6,-0.00833333333333334,0.04800000000000001,1.6396666666666668,2.4791666666666714,False,False,50.0
SSP2-4.5,2040,Shallow,Barind_Tract,As,0.7997,0.20024266666666662,0.071973,1.0719156666666667,34.03972322954442,False,False,10.0
SSP2-4.5,2040,Shallow,Barind_Tract,Mn2+,0.73547,-0.030965333333333303,0.052953839999999995,0.7574585066666667,2.989721765220436,True,True,0.4
SSP2-4.5,2040,Shallow,Barind_Tract,Fe2+,0.85185,0.10520533333333333,0.045999899999999996,1.0030552333333334,17.750218152648163,True,True,0.3
SSP2-4.5,2040,Shallow,Barind_Tract,Cr3+,0.0106,0.0012613333333333333,0.00028619999999999996,0.012147533333333333,14.599371069182391,False,False,0.05
SSP2-4.5,2040,Shallow,Barind_Tract,NO3-,1.1,0.05333333333333332,0.04950000000000001,1.2028333333333334,9.348484848484848,False,False,50.0
SSP2-4.5,2040,Shallow,Northern_Terrace,As,1.14405,0.5501066666666666,0.10296450000000001,1.7971211666666669,57.084145506460985,False,False,10.0
SSP2-4.5,2040,Shallow,Northern_Terrace,Mn2+,0.55535,-0.13193333333333335,0.039985200000000005,0.46340186666666666,-16.556790012304557,True,True,0.4
SSP2-4.5,2040,Shallow,Northern_Terrace,Fe2+,4.36683,0.09417866666666655,0.23580882000000003,4.696817486666666,7.55668268896811,True,True,0.3
SSP2-4.5,2040,Shallow,Northern_Terrace,Cr3+,0.0030499999999999998,-0.0002053333333333333,8.235e-05,0.0029270166666666665,-4.032240437158468,False,False,0.05
SSP2-4.5,2040,Shallow,Northern_Terrace,NO3-,2.05,-0.1466666666666666,0.09225,1.9955833333333333,-2.654471544715442,False,False,50.0
SSP2-4.5,2040,Shallow,Brahmaputra_Floodplain,As,0.7136,1.5157546666666666,0.064224,2.2935786666666664,221.4095665171898,False,False,10.0
SSP2-4.5,2040,Shallow,Brahmaputra_Floodplain,Mn2+,0.36365,-0.08081333333333333,0.0261828,0.30901946666666663,-15.02283331041753,False,False,0.4
SSP2-4.5,2040,Shallow,Brahmaputra_Floodplain,Fe2+,2.66452,0.1428106666666667,0.14388408,2.9512147466666665,10.759714570229029,True,True,0.3
SSP2-4.5,2040,Shallow,Brahmaputra_Floodplain,Cr3+,0.0041,0.00021066666666666665,0.00011070000000000001,0.004421366666666667,7.838211382113812,False,False,0.05
SSP2-4.5,2040,Shallow,Brahmaputra_Floodplain,NO3-,1.8,0.08000000000000002,0.08100000000000002,1.961,8.944444444444446,False,False,50.0
SSP2-4.5,2040,Shallow,Ganges_Floodplain,As,5.5763,2.232746666666667,0.501867,8.310913666666668,49.039930898026796,False,False,10.0
SSP2-4.5,2040,Shallow,Ganges_Floodplain,Mn2+,0.48376,0.019250666666666645,0.03483072,0.5378413866666667,11.179383716443416,True,True,0.4
SSP2-4.5,2040,Shallow,Ganges_Floodplain,Fe2+,2.83742,-0.007206666666666687,0.15322068,2.983434013333333,5.146013397147168,True,True,0.3
SSP2-4.5,2040,Shallow,Ganges_Floodplain,Cr3+,0.0053,-0.0011466666666666667,0.00014309999999999998,0.004296433333333334,-18.935220125786156,False,False,0.05
SSP2-4.5,2040,Shallow,Ganges_Floodplain,NO3-,1.0,0.09333333333333335,0.045000000000000005,1.1383333333333332,13.83333333333332,False,False,50.0
SSP2-4.5,2040,Shallow,GBM_Delta,As,12.426,3.2342933333333335,1.1183400000000001,16.778633333333335,35.028435001877796,True,True,10.0
SSP2-4.5,2040,Shallow,GBM_Delta,Mn2+,0.21023,-0.03222133333333334,0.01513656,0.19314522666666664,-8.126705671566075,False,False,0.4
SSP2-4.5,2040,Shallow,GBM_Delta,Fe2+,2.97427,0.43352799999999986,0.16061058,3.5684085800000003,19.975946366671486,True,True,0.3
SSP2-4.5,2040,Shallow,GBM_Delta,Cr3+,0.007,0.0010906666666666664,0.000189,0.008279666666666666,18.28095238095237,False,False,0.05
SSP2-4.5,2040,Shallow,GBM_Delta,NO3-,1.7,0.1066666666666667,0.07650000000000001,1.8831666666666667,10.774509803921571,False,False,50.0
SSP2-4.5,2040,Shallow,Meghna_Floodplain,As,22.421,-1.9447999999999999,2.0178900000000004,22.49409,0.325989028143261,True,True,10.0
SSP2-4.5,2040,Shallow,Meghna_Floodplain,Mn2+,0.56043,0.01569866666666666,0.04035096,0.6164796266666667,10.001182425399548,True,True,0.4
SSP2-4.5,2040,Shallow,Meghna_Floodplain,Fe2+,5.14651,-0.2680853333333334,0.27791153999999996,5.1563362066666665,0.19092951663683422,True,True,0.3
SSP2-4.5,2040,Shallow,Meghna_Floodplain,Cr3+,0.0097,-0.0013653333333333334,0.00026189999999999997,0.008596566666666668,-11.375601374570437,False,False,0.05
SSP2-4.5,2040,Shallow,Meghna_Floodplain,NO3-,2.0,0.07999999999999995,0.09000000000000001,2.17,8.499999999999996,False,False,50.0
SSP2-4.5,2040,Intermediate,Barind_Tract,As,0.9025,0.8254826666666667,0.081225,1.8092076666666668,100.46622345337029,False,False,10.0
SSP2-4.5,2040,Intermediate,Barind_Tract,Mn2+,0.61833,-0.13902133333333336,0.044519760000000005,0.5238284266666667,-15.28335570542159,True,True,0.4
SSP2-4.5,2040,Intermediate,Barind_Tract,Fe2+,2.69995,-0.01810933333333331,0.1457973,2.8276379666666664,4.729271529719684,True,True,0.3
SSP2-4.5,2040,Intermediate,Barind_Tract,Cr3+,0.0103,-0.00248,0.0002781,0.0080981,-21.37766990291262,False,False,0.05
SSP2-4.5,2040,Intermediate,Barind_Tract,NO3-,1.0,0.02666666666666669,0.045000000000000005,1.0716666666666665,7.1666666666666545,False,False,50.0
SSP2-4.5,2040,Intermediate,Northern_Terrace,As,1.8745,0.7362106666666665,0.16870500000000002,2.7794156666666665,48.27504223348447,False,False,10.0
SSP2-4.5,2040,Intermediate,Northern_Terrace,Mn2+,0.2884,-0.05569333333333333,0.0207648,0.25347146666666664,-12.11114193250116,False,False,0.4
SSP2-4.5,2040,Intermediate,Northern_Terrace,Fe2+,7.90227,-0.9686053333333333,0.42672257999999996,7.360387246666666,-6.857304968487962,True,True,0.3
SSP2-4.5,2040,Intermediate,Northern_Terrace,Cr3+,0.0032,-0.0003133333333333334,8.64e-05,0.0029730666666666667,-7.091666666666671,False,False,0.05
SSP2-4.5,2040,Intermediate,Northern_Terrace,NO3-,1.6,-0.09333333333333335,0.07200000000000002,1.5786666666666669,-1.3333333333333253,False,False,50.0
SSP2-4.5,2040,Intermediate,Brahmaputra_Floodplain,As,1.0627499999999999,1.25892,0.0956475,2.4173175000000002,127.45871559633034,False,False,10.0
SSP2-4.5,2040,Intermediate,Brahmaputra_Floodplain,Mn2+,0.328785,-0.06868933333333334,0.023672520000000002,0.2837681866666667,-13.691869560148213,False,False,0.4
SSP2-4.5,2040,Intermediate,Brahmaputra_Floodplain,Fe2+,3.790615,0.09160133333333344,0.20469321,4.086909543333333,7.816529595681268,True,True,0.3
SSP2-4.5,2040,Intermediate,Brahmaputra_Floodplain,Cr3+,0.00515,-0.0011066666666666666,0.00013905,0.004182383333333334,-18.788673139158572,False,False,0.05
SSP2-4.5,2040,Intermediate,Brahmaputra_Floodplain,NO3-,2.1,-0.1066666666666667,0.09450000000000001,2.087833333333333,-0.5793650793650896,False,False,50.0
SSP2-4.5,2040,Intermediate,Ganges_Floodplain,As,4.4356,2.6109999999999993,0.399204,7.445804,67.86464063486338,False,False,10.0
SSP2-4.5,2040,Intermediate,Ganges_Floodplain,Mn2+,0.78158,-0.06116800000000001,0.05627376000000001,0.7766857600000001,-0.6261982138744515,True,True,0.4
SSP2-4.5,2040,Intermediate,Ganges_Floodplain,Fe2+,3.90689,-0.36466133333333334,0.21097206,3.753200726666667,-3.933800883396596,True,True,0.3
SSP2-4.5,2040,Intermediate,Ganges_Floodplain,Cr3+,0.0086,-0.0020266666666666666,0.00023219999999999998,0.006805533333333334,-20.86589147286821,False,False,0.05
