ssp,year,depth_zone,phys_zone,contaminant,baseline,precip_delta,temp_delta,projected,total_change_pct,baseline_exceeds_who,projected_exceeds_who,who_guideline
SSP2-4.5,2030,Shallow,Barind_Tract,As,0.7997,0.12515166666666663,0.047982,0.9728336666666666,21.649827018465253,False,False,10.0
SSP2-4.5,2030,Shallow,Barind_Tract,Mn2+,0.73547,-0.019353333333333313,0.03530256,0.7514192266666666,2.168576103262764,True,True,0.4
SSP2-4.5,2030,Shallow,Barind_Tract,Fe2+,0.85185,0.06575333333333333,0.030666599999999995,0.9482699333333333,11.318886345405096,True,True,0.3
SSP2-4.5,2030,Shallow,Barind_Tract,Cr3+,0.0106,0.0007883333333333333,0.00019079999999999998,0.011579133333333333,9.237106918238993,False,False,0.05
SSP2-4.5,2030,Shallow,Barind_Tract,NO3-,1.1,0.033333333333333326,0.033,1.1663333333333332,6.030303030303012,False,False,50.0
SSP2-4.5,2030,Shallow,Northern_Terrace,As,1.14405,0.34381666666666666,0.068643,1.5565096666666667,36.05259094153811,False,False,10.0
SSP2-4.5,2030,Shallow,Northern_Terrace,Mn2+,0.55535,-0.08245833333333334,0.0266568,0.49954846666666664,-10.047993757690353,True,True,0.4
SSP2-4.5,2030,Shallow,Northern_Terrace,Fe2+,4.36683,0.05886166666666659,0.15720588,4.5828975466666675,4.94792668060509,True,True,0.3
SSP2-4.5,2030,Shallow,Northern_Terrace,Cr3+,0.0030499999999999998,-0.00012833333333333333,5.489999999999999e-05,0.0029765666666666667,-2.4076502732240357,False,False,0.05
SSP2-4.5,2030,Shallow,Northern_Terrace,NO3-,2.05,-0.09166666666666663,0.06149999999999999,2.019833333333333,-1.471544715447155,False,False,50.0
SSP2-4.5,2030,Shallow,Brahmaputra_Floodplain,As,0.7136,0.9473466666666666,0.042816,1.7037626666666665,138.75597907324362,False,False,10.0
SSP2-4.5,2030,Shallow,Brahmaputra_Floodplain,Mn2+,0.36365,-0.050508333333333336,0.0174552,0.33059686666666666,-9.08927081901095,False,False,0.4
SSP2-4.5,2030,Shallow,Brahmaputra_Floodplain,Fe2+,2.66452,0.08925666666666668,0.09592271999999999,2.8496993866666664,6.9498216063931375,True,True,0.3
SSP2-4.5,2030,Shallow,Brahmaputra_Floodplain,Cr3+,0.0041,0.00013166666666666665,7.38e-05,0.004305466666666666,5.01138211382112,False,False,0.05
SSP2-4.5,2030,Shallow,Brahmaputra_Floodplain,NO3-,1.8,0.05000000000000001,0.054000000000000006,1.9040000000000001,5.777777777777783,False,False,50.0
SSP2-4.5,2030,Shallow,Ganges_Floodplain,As,5.5763,1.3954666666666669,0.334578,7.306344666666666,31.024956811266723,False,False,10.0
SSP2-4.5,2030,Shallow,Ganges_Floodplain,Mn2+,0.48376,0.012031666666666652,0.023220479999999998,0.5190121466666667,7.287114822777142,True,True,0.4
SSP2-4.5,2030,Shallow,Ganges_Floodplain,Fe2+,2.83742,-0.004504166666666679,0.10214712,2.9350629533333334,3.441258373216994,True,True,0.3
SSP2-4.5,2030,Shallow,Ganges_Floodplain,Cr3+,0.0053,-0.0007166666666666667,9.539999999999999e-05,0.004678733333333333,-11.722012578616356,False,False,0.05
SSP2-4.5,2030,Shallow,Ganges_Floodplain,NO3-,1.0,0.05833333333333335,0.03,1.0883333333333334,8.833333333333337,False,False,50.0
SSP2-4.5,2030,Shallow,GBM_Delta,As,12.426,2.0214333333333334,0.7455600000000001,15.192993333333332,22.267771876173605,True,True,10.0
SSP2-4.5,2030,Shallow,GBM_Delta,Mn2+,0.21023,-0.020138333333333334,0.01009104,0.20018270666666665,-4.779191044728795,False,False,0.4
SSP2-4.5,2030,Shallow,GBM_Delta,Fe2+,2.97427,0.2709549999999999,0.10707372,3.35229872,12.709966479169665,True,True,0.3
SSP2-4.5,2030,Shallow,GBM_Delta,Cr3+,0.007,0.0006816666666666666,0.000126,0.007807666666666667,11.538095238095238,False,False,0.05
SSP2-4.5,2030,Shallow,GBM_Delta,NO3-,1.7,0.0666666666666667,0.051000000000000004,1.8176666666666665,6.921568627450976,False,False,50.0
SSP2-4.5,2030,Shallow,Meghna_Floodplain,As,22.421,-1.2155,1.3452600000000001,22.55076,0.578743142589541,True,True,10.0
SSP2-4.5,2030,Shallow,Meghna_Floodplain,Mn2+,0.56043,0.009811666666666663,0.026900639999999996,0.5971423066666667,6.550739015874721,True,True,0.4
SSP2-4.5,2030,Shallow,Meghna_Floodplain,Fe2+,5.14651,-0.1675533333333334,0.18527435999999997,5.164231026666667,0.3443309478980313,True,True,0.3
SSP2-4.5,2030,Shallow,Meghna_Floodplain,Cr3+,0.0097,-0.0008533333333333333,0.0001746,0.009021266666666668,-6.997250859106517,False,False,0.05
SSP2-4.5,2030,Shallow,Meghna_Floodplain,NO3-,2.0,0.04999999999999997,0.06,2.11,5.499999999999994,False,False,50.0
SSP2-4.5,2030,Intermediate,Barind_Tract,As,0.9025,0.5159266666666666,0.05415,1.4725766666666664,63.166389658356394,False,False,10.0
SSP2-4.5,2030,Intermediate,Barind_Tract,Mn2+,0.61833,-0.08688833333333335,0.029679840000000002,0.5611215066666667,-9.252097315888493,True,True,0.4
SSP2-4.5,2030,Intermediate,Barind_Tract,Fe2+,2.69995,-0.01131833333333332,0.09719819999999998,2.7858298666666665,3.180794706074805,True,True,0.3
SSP2-4.5,2030,Intermediate,Barind_Tract,Cr3+,0.0103,-0.00155,0.00018539999999999998,0.008935400000000001,-13.248543689320377,False,False,0.05
SSP2-4.5,2030,Intermediate,Barind_Tract,NO3-,1.0,0.01666666666666668,0.03,1.0466666666666666,4.666666666666663,False,False,50.0
SSP2-4.5,2030,Intermediate,Northern_Terrace,As,1.8745,0.46013166666666655,0.11247,2.4471016666666667,30.5469013959278,False,False,10.0
SSP2-4.5,2030,Intermediate,Northern_Terrace,Mn2+,0.2884,-0.03480833333333333,0.013843199999999998,0.26743486666666666,-7.269463707813221,False,False,0.4
SSP2-4.5,2030,Intermediate,Northern_Terrace,Fe2+,7.90227,-0.6053783333333334,0.28448171999999994,7.581373386666666,-4.060815605304978,True,True,0.3
SSP2-4.5,2030,Intermediate,Northern_Terrace,Cr3+,0.0032,-0.00019583333333333337,5.76e-05,0.003061766666666667,-4.319791666666667,False,False,0.05
SSP2-4.5,2030,Intermediate,Northern_Terrace,NO3-,1.6,-0.05833333333333335,0.04800000000000001,1.5896666666666668,-0.6458333333333316,False,False,50.0
SSP2-4.5,2030,Intermediate,Brahmaputra_Floodplain,As,1.0627499999999999,0.786825,0.06376499999999999,1.9133399999999998,80.03669724770643,False,False,10.0
SSP2-4.5,2030,Intermediate,Brahmaputra_Floodplain,Mn2+,0.328785,-0.042930833333333335,0.01578168,0.30163584666666665,-8.257418475092642,False,False,0.4
SSP2-4.5,2030,Intermediate,Brahmaputra_Floodplain,Fe2+,3.790615,0.0572508333333334,0.13646213999999998,3.984327973333333,5.110330997300785,True,True,0.3
SSP2-4.5,2030,Intermediate,Brahmaputra_Floodplain,Cr3+,0.00515,-0.0006916666666666666,9.269999999999999e-05,0.0045510333333333335,-11.630420711974109,False,False,0.05
SSP2-4.5,2030,Intermediate,Brahmaputra_Floodplain,NO3-,2.1,-0.0666666666666667,0.063,2.0963333333333334,-0.1746031746031765,False,False,50.0
SSP2-4.5,2030,Intermediate,Ganges_Floodplain,As,4.4356,1.6318749999999995,0.266136,6.333611,42.79040039678962,False,False,10.0
SSP2-4.5,2030,Intermediate,Ganges_Floodplain,Mn2+,0.78158,-0.03823000000000001,0.03751584,0.78086584,-0.09137388367153959,True,True,0.4
SSP2-4.5,2030,Intermediate,Ganges_Floodplain,Fe2+,3.90689,-0.22791333333333333,0.14064804,3.8196247066666666,-2.233625552122879,True,True,0.3
SSP2-4.5,2030,Intermediate,Ganges_Floodplain,Cr3+,0.0086,-0.0012666666666666666,0.0001548,0.007488133333333333,-12.928682170542634,False,False,0.05
SSP2-4.5,2030,Intermediate,Ganges_Floodplain,NO3-,1.1,0.041666666666666664,0.033,1.1746666666666667,6.787878787878787,False,False,50.0
SSP2-4.5,2030,Intermediate,GBM_Delta,As,12.187750000000001,0.17922499999999975,0.731265,13.09824,7.4705339377653734,True,True,10.0
SSP2-4.5,2030,Intermediate,GBM_Delta,Mn2+,0.289755,-0.03440916666666667,0.01390824,0.26925407333333334,-7.075262434355453,False,False,0.4
SSP2-4.5,2030,Intermediate,GBM_Delta,Fe2+,4.28583,0.062304999999999985,0.15428988,4.50242488,5.053744082243127,True,True,0.3
SSP2-4.5,2030,Intermediate,GBM_Delta,Cr3+,0.01125,-0.0003416666666666666,0.00020249999999999996,0.011110833333333332,-1.2370370370370458,False,False,0.05
SSP2-4.5,2030,Intermediate,GBM_Delta,NO3-,2.8,-0.033333333333333284,0.08399999999999999,2.8506666666666667,1.8095238095238164,False,False,50.0
SSP2-4.5,2030,Intermediate,Meghna_Floodplain,As,7.7431,5.284941666666667,0.464586,13.492627666666667,74.25356338761823,False,True,10.0
SSP2-4.5,2030,Intermediate,Meghna_Floodplain,Mn2+,0.26086,0.07591500000000001,0.01252128,0.34929628,33.90181706662579,False,False,0.4
SSP2-4.5,2030,Intermediate,Meghna_Floodplain,Fe2+,2.02999,0.05611666666666667,0.07307964,2.1591863066666668,6.364381433734481,True,True,0.3
SSP2-4.5,2030,Intermediate,Meghna_Floodplain,Cr3+,0.0193,-0.0030499999999999998,0.0003474,0.016597400000000002,-14.003108808290152,False,False,0.05
SSP2-4.5,2030,Intermediate,Meghna_Floodplain,NO3-,1.6,0.07499999999999996,0.04800000000000001,1.723,7.6875,False,False,50.0
SSP2-4.5,2030,Intermediate,Eastern_Hills,As,0.35475,-0.00484083333333334,0.021285,0.37119416666666666,4.635424007517026,False,False,10.0
SSP2-4.5,2030,Intermediate,Eastern_Hills,Mn2+,0.25305,-0.02905,0.0121464,0.2361464,-6.6799446749654185,False,False,0.4
SSP2-4.5,2030,Intermediate,Eastern_Hills,Fe2+,3.8976300000000004,-0.3256125000000001,0.14031468,3.71233218,-4.754115193078875,True,True,0.3
SSP2-4.5,2030,Intermediate,Eastern_Hills,Cr3+,0.0049499999999999995,-0.0006583333333333333,8.909999999999998e-05,0.004380766666666666,-11.49966329966331,False,False,0.05
SSP2-4.5,2030,Intermediate,Eastern_Hills,NO3-,1.4,0.03333333333333336,0.041999999999999996,1.4753333333333334,5.380952380952391,False,False,50.0
SSP2-4.5,2030,Medium_Deep,Northern_Terrace,As,4.0949,0.8165283333333334,0.245694,5.157122333333334,25.940128778073547,False,False,10.0
SSP2-4.5,2030,Medium_Deep,Northern_Terrace,Mn2+,0.36571,-0.05010166666666666,0.01755408,0.3331624133333333,-8.89983502410836,False,False,0.4
SSP2-4.5,2030,Medium_Deep,Northern_Terrace,Fe2+,4.83835,-0.013058333333333394,0.1741806,4.999472266666666,3.3301077157846435,True,True,0.3
SSP2-4.5,2030,Medium_Deep,Northern_Terrace,Cr3+,0.0041,-0.0005166666666666667,7.38e-05,0.003657133333333334,-10.801626016260157,False,False,0.05
SSP2-4.5,2030,Medium_Deep,Northern_Terrace,NO3-,1.3,0.033333333333333326,0.039,1.3723333333333334,5.564102564102566,False,False,50.0
SSP2-4.5,2030,Medium_Deep,Brahmaputra_Floodplain,As,0.4419,0.3920758333333334,0.026514000000000003,0.8604898333333334,94.7250132005733,False,False,10.0
SSP2-4.5,2030,Medium_Deep,Brahmaputra_Floodplain,Mn2+,0.24042999999999998,-0.02984666666666666,0.01154064,0.2221239733333333,-7.6138695947538455,False,False,0.4
SSP2-4.5,2030,Medium_Deep,Brahmaputra_Floodplain,Fe2+,3.21312,0.00364666666666665,0.11567232,3.3324389866666664,3.71349301198419,True,True,0.3
SSP2-4.5,2030,Medium_Deep,Brahmaputra_Floodplain,Cr3+,0.0025,-0.00025,4.4999999999999996e-05,0.002295,-8.199999999999994,False,False,0.05
SSP2-4.5,2030,Medium_Deep,Brahmaputra_Floodplain,NO3-,2.4,-0.11666666666666661,0.072,2.3553333333333333,-1.8611111111111098,False,False,50.0
SSP2-4.5,2030,Medium_Deep,Ganges_Floodplain,As,2.9532,1.0511866666666667,0.177192,4.181578666666667,41.594834981263276,False,False,10.0
SSP2-4.5,2030,Medium_Deep,Ganges_Floodplain,Mn2+,0.62914,-0.014073333333333344,0.030198720000000002,0.6452653866666667,2.563083998262172,True,True,0.4
SSP2-4.5,2030,Medium_Deep,Ganges_Floodplain,Fe2+,2.81262,-0.11911833333333328,0.10125432,2.7947559866666665,-0.6351378193048982,True,True,0.3
SSP2-4.5,2030,Medium_Deep,Ganges_Floodplain,Cr3+,0.007,-0.001,0.000126,0.006126,-12.485714285714282,False,False,0.05
SSP2-4.5,2030,Medium_Deep,Ganges_Floodplain,NO3-,1.1,0.016666666666666642,0.033,1.1496666666666666,4.515151515151502,False,False,50.0
SSP2-4.5,2030,Medium_Deep,GBM_Delta,As,3.42075,0.8161575000000001,0.205245,4.4421525,29.8590221442666,False,False,10.0
SSP2-4.5,2030,Medium_Deep,GBM_Delta,Mn2+,0.25886,-0.02862666666666666,0.012425279999999999,0.24265861333333333,-6.258744752633335,False,False,0.4
SSP2-4.5,2030,Medium_Deep,GBM_Delta,Fe2+,2.659815,0.17922666666666665,0.09575334,2.9347950066666666,10.338313253616004,True,True,0.3
SSP2-4.5,2030,Medium_Deep,GBM_Delta,Cr3+,0.0135,-0.0005000000000000001,0.00024299999999999997,0.013243,-1.9037037037037057,False,False,0.05
SSP2-4.5,2030,Medium_Deep,GBM_Delta,NO3-,2.1500000000000004,-0.05833333333333339,0.06450000000000002,2.156166666666667,0.28682170542635593,False,False,50.0
SSP2-4.5,2030,Medium_Deep,Meghna_Floodplain,As,2.7743,0.8630925,0.166458,3.8038505000000002,37.11028007064845,False,False,10.0
SSP2-4.5,2030,Medium_Deep,Meghna_Floodplain,Mn2+,0.29354,0.04435999999999999,0.01408992,0.35198992,19.912080125366213,False,False,0.4
SSP2-4.5,2030,Medium_Deep,Meghna_Floodplain,Fe2+,3.8668250000000004,-0.06502666666666679,0.1392057,3.941004033333334,1.918344722953157,True,True,0.3
SSP2-4.5,2030,Medium_Deep,Meghna_Floodplain,Cr3+,0.024,-0.003533333333333333,0.00043199999999999993,0.020898666666666666,-12.922222222222226,False,False,0.05
