HI_median_mc,CR_median_mc
3.4075020614869365,0.000206673719790426
3.2724511989505296,0.00020568794578611454
3.570719392648124,0.00021590527658328732
3.0990310506477234,0.00018936959980664947
1.9039917081631403,0.00011938136195116285
3.3747035948485027,0.00019728599445041625
2.3049250880093455,0.00014271451556925775
3.280058929771859,0.00020294567777707546
1.8985340752169033,0.0001256924036838717
2.4658946142860216,0.00014382154178935853
3.3843857085664055,0.0001975405385227953
2.6567832536237406,0.0001551961043939476
2.9311001386270803,0.00018124962856086343
2.631374039883046,0.00016357266924886006
2.549146491850766,0.00015387701715183965
2.1755092982900353,0.00013168083339033858
3.034537434755982,0.00018640392331483957
3.4986349498146674,0.0002165572010197924
3.1999089469608784,0.00018722921806102282
2.4166152534659506,0.0001701032849904135
4.240658906411744,0.0002659519301177656
2.512239879607754,0.00014512694703463225
3.319657507690547,0.00020327489143646117
2.2552884452685937,0.00012783592002722405
2.6983710031540076,0.00017515224805935765
1.9701087423287365,0.00011351270334056069
3.622784850751274,0.00023139687091210882
2.2940819273879627,0.00014049868359771494
3.4338232366738204,0.0002107856264562423
2.8999107048067483,0.00016916656738774375
3.565193098961524,0.00022165343267152433
3.29365193774949,0.000223418539544721
2.6008764884277933,0.0001526388101020412
1.830088729131094,0.00010881990534355821
1.861246280959028,0.00011342402094996136
3.002873222405292,0.00018628180924903817
2.5036487933713683,0.00016533786499836015
3.7650087953700098,0.0002324939614379081
2.4833816456381155,0.00014528611473223167
5.273869471590562,0.00030886960001464385
3.7418549351583676,0.00022601339775041093
3.3660553185942805,0.00019857221015016829
4.300778786421,0.00025300225111689643
2.675150428449839,0.00017363579575841345
2.848002338495701,0.00018043649221987073
3.194584422875799,0.00018835979227394461
2.534725791112877,0.00015455378806130486
1.8616270642437698,0.00011202620043723367
2.5554320370775288,0.00015416661234858708
3.110520003710274,0.0001961591262291357
2.6473421734849496,0.00015525694439667828
2.9859069754532115,0.0001813923222540136
3.7328549559672277,0.00022718751163219546
1.9289604155221842,0.00011134675921832224
3.0215989710009277,0.00017633011770119855
3.0958553618223,0.00019833518497908137
