phys_zone,date,lwe_cm
Barind_Tract,2002-04-17 12:00:00,-13.348808608697219
Barind_Tract,2002-05-10 12:00:00,-9.855246074705105
Barind_Tract,2002-08-16 12:00:00,38.896552820747104
Barind_Tract,2002-09-16 00:00:00,35.81894161032325
Barind_Tract,2002-10-16 12:00:00,30.348340668853215
Barind_Tract,2002-11-16 00:00:00,11.2560059273332
Barind_Tract,2002-12-16 12:00:00,2.5754951718308865
Barind_Tract,2003-01-16 12:00:00,4.147444881297072
Barind_Tract,2003-02-15 00:00:00,-4.80572949151118
Barind_Tract,2003-03-16 12:00:00,-12.334287145640602
Barind_Tract,2003-04-16 00:00:00,-13.722310297250377
Barind_Tract,2003-05-11 12:00:00,-13.658346448739849
Barind_Tract,2003-07-16 12:00:00,30.386378372222694
Barind_Tract,2003-08-16 12:00:00,29.47128166308784
Barind_Tract,2003-09-16 00:00:00,30.538813520145254
Barind_Tract,2003-10-16 00:00:00,31.182817494629628
Barind_Tract,2003-11-16 00:00:00,19.813587094782942
Barind_Tract,2003-12-16 12:00:00,3.500829648736278
Barind_Tract,2004-01-07 12:00:00,0.03253862749335901
Barind_Tract,2004-02-17 00:00:00,-5.350434132547994
Barind_Tract,2004-03-16 12:00:00,-18.39103012204778
Barind_Tract,2004-04-16 00:00:00,-19.388936700520684
Barind_Tract,2004-05-16 12:00:00,-9.7119297823764
Barind_Tract,2004-06-16 00:00:00,-4.024576033917555
Barind_Tract,2004-07-16 12:00:00,26.151580139895074
Barind_Tract,2004-08-16 12:00:00,29.12144451667219
Barind_Tract,2004-09-16 00:00:00,36.925752294537276
Barind_Tract,2004-10-16 12:00:00,38.588678754148965
Barind_Tract,2004-11-16 00:00:00,11.520798148541882
Barind_Tract,2004-12-16 12:00:00,-2.743473581109976
Barind_Tract,2005-01-16 12:00:00,-10.095218143668193
Barind_Tract,2005-02-15 00:00:00,-13.910168078798339
Barind_Tract,2005-03-16 12:00:00,-14.512281465849037
Barind_Tract,2005-04-16 00:00:00,-21.177510642439653
Barind_Tract,2005-05-16 12:00:00,-20.138626562994016
Barind_Tract,2005-06-16 00:00:00,-18.005985331853694
Barind_Tract,2005-07-16 12:00:00,14.980012440911057
Barind_Tract,2005-08-16 12:00:00,24.768168268895735
Barind_Tract,2005-09-16 00:00:00,26.78604121083368
Barind_Tract,2005-10-16 12:00:00,22.121627734922562
Barind_Tract,2005-11-16 00:00:00,6.193253765969651
Barind_Tract,2005-12-16 12:00:00,-4.053891861228172
Barind_Tract,2006-01-16 12:00:00,-8.971509036473078
Barind_Tract,2006-02-15 00:00:00,-15.123881216186161
Barind_Tract,2006-03-16 12:00:00,-26.201236876874994
Barind_Tract,2006-04-16 00:00:00,-31.229765120495635
Barind_Tract,2006-05-16 12:00:00,-30.889654764606092
Barind_Tract,2006-06-16 00:00:00,-3.5374189930284086
Barind_Tract,2006-07-16 12:00:00,17.400838882797753
Barind_Tract,2006-08-16 12:00:00,17.677324262705355
Barind_Tract,2006-09-16 00:00:00,23.933346343121666
Barind_Tract,2006-10-16 12:00:00,22.650247280859066
Barind_Tract,2006-11-16 00:00:00,6.726238262100008
Barind_Tract,2006-12-16 12:00:00,-2.756146279539876
Barind_Tract,2007-01-16 12:00:00,-14.45943603463379
Barind_Tract,2007-02-15 00:00:00,-17.42466536577814
Barind_Tract,2007-03-16 12:00:00,-19.911073022595296
Barind_Tract,2007-04-16 00:00:00,-22.815132929600093
Barind_Tract,2007-05-16 12:00:00,-23.354482524456515
Barind_Tract,2007-06-16 00:00:00,-11.494181123430739
Barind_Tract,2007-07-16 12:00:00,15.778701822248207
Barind_Tract,2007-08-16 12:00:00,45.71023634166243
Barind_Tract,2007-09-16 00:00:00,44.6884655558966
Barind_Tract,2007-10-16 12:00:00,26.62586397021839
Barind_Tract,2007-11-16 00:00:00,11.173360541468478
Barind_Tract,2007-12-16 12:00:00,1.0413331761159283
Barind_Tract,2008-01-16 12:00:00,-7.8980922235204485
Barind_Tract,2008-02-15 12:00:00,-11.741891474720974
Barind_Tract,2008-03-16 12:00:00,-16.729319556606015
Barind_Tract,2008-04-16 00:00:00,-17.504267377561423
Barind_Tract,2008-05-16 12:00:00,-22.03895962239345
Barind_Tract,2008-06-16 00:00:00,-9.193479724135052
Barind_Tract,2008-07-16 12:00:00,23.48156699099451
Barind_Tract,2008-08-16 12:00:00,37.9205704007125
Barind_Tract,2008-09-16 00:00:00,36.43465370773602
Barind_Tract,2008-10-16 12:00:00,20.416704992684103
Barind_Tract,2008-11-16 00:00:00,-1.245159499971967
Barind_Tract,2008-12-16 12:00:00,-12.63205154122051
Barind_Tract,2009-01-16 12:00:00,-12.942963379333637
Barind_Tract,2009-02-15 00:00:00,-15.58084429843214
Barind_Tract,2009-03-16 12:00:00,-27.42488820128718
Barind_Tract,2009-04-16 00:00:00,-35.31665114138696
Barind_Tract,2009-05-16 12:00:00,-29.706632015211675
Barind_Tract,2009-06-16 00:00:00,-22.216444618436938
Barind_Tract,2009-07-16 12:00:00,-6.537761177790856
Barind_Tract,2009-08-16 12:00:00,21.863854203974242
Barind_Tract,2009-09-16 00:00:00,21.725650277870574
Barind_Tract,2009-10-16 12:00:00,17.107194222111566
Barind_Tract,2009-11-16 00:00:00,1.0705339326484924
Barind_Tract,2009-12-16 12:00:00,-12.23452949168773
Barind_Tract,2010-01-16 12:00:00,-11.679742857582255
Barind_Tract,2010-02-15 00:00:00,-17.6371917651069
Barind_Tract,2010-03-16 12:00:00,-31.33591755171143
Barind_Tract,2010-04-16 00:00:00,-33.398907684293015
Barind_Tract,2010-05-16 12:00:00,-27.790370933182608
Barind_Tract,2010-06-16 00:00:00,-18.214687413786116
Barind_Tract,2010-07-16 12:00:00,7.061174443029202
Barind_Tract,2010-08-16 12:00:00,4.149189722122888
Barind_Tract,2010-09-16 00:00:00,11.008490358657037
Barind_Tract,2010-10-16 12:00:00,7.82060427992719
Barind_Tract,2010-11-16 00:00:00,-11.494051373950114
Barind_Tract,2010-12-14 12:00:00,-8.411259049005773
Barind_Tract,2011-02-18 12:00:00,-29.88025762081928
Barind_Tract,2011-03-16 12:00:00,-33.0655414963629
Barind_Tract,2011-04-16 00:00:00,-35.096462600753775
Barind_Tract,2011-05-16 12:00:00,-33.20601051821473
Barind_Tract,2011-07-18 12:00:00,3.9098385125536614
Barind_Tract,2011-08-16 12:00:00,20.651150164207017
Barind_Tract,2011-09-16 00:00:00,23.55816110226703
Barind_Tract,2011-10-16 12:00:00,10.854787093713167
Barind_Tract,2011-11-01 12:00:00,-1.6144111579379445
Barind_Tract,2012-01-01 00:00:00,-17.735428984589063
Barind_Tract,2012-01-16 12:00:00,-19.038845199649977
Barind_Tract,2012-02-15 12:00:00,-20.647284167701216
Barind_Tract,2012-03-16 12:00:00,-34.817726621845566
Barind_Tract,2012-04-04 12:00:00,-33.45134522421988
Barind_Tract,2012-06-16 00:00:00,-23.664254404572496
Barind_Tract,2012-07-16 12:00:00,-4.660912498867832
Barind_Tract,2012-08-16 12:00:00,11.141168947506491
Barind_Tract,2012-09-13 00:00:00,21.076995063446795
Barind_Tract,2012-11-18 12:00:00,-6.335722697378825
Barind_Tract,2012-12-16 12:00:00,-16.558067695283334
Barind_Tract,2013-01-16 12:00:00,-16.938446447656432
Barind_Tract,2013-02-14 00:00:00,-23.359861686046337
Barind_Tract,2013-04-21 00:00:00,-40.18219720555061
Barind_Tract,2013-05-16 12:00:00,-34.32258348322766
Barind_Tract,2013-06-16 00:00:00,-22.22192692897605
Barind_Tract,2013-07-16 12:00:00,0.17018039787335892
Barind_Tract,2013-10-16 12:00:00,16.094985383433407
Barind_Tract,2013-11-16 00:00:00,5.685395109726986
Barind_Tract,2013-12-16 12:00:00,-8.617728821702189
Barind_Tract,2014-01-09 12:00:00,-15.753202335082225
Barind_Tract,2014-03-16 12:00:00,-25.177820745136398
Barind_Tract,2014-04-16 00:00:00,-35.981373310090916
Barind_Tract,2014-05-16 12:00:00,-33.717393777597685
Barind_Tract,2014-06-13 00:00:00,-27.801837118532063
Barind_Tract,2014-08-16 12:00:00,8.634649397800956
Barind_Tract,2014-09-16 00:00:00,15.521544397495052
Barind_Tract,2014-10-16 12:00:00,10.255152063491735
Barind_Tract,2014-11-17 00:00:00,-8.384820339855839
Barind_Tract,2015-01-22 12:00:00,-11.308192593377484
Barind_Tract,2015-02-15 00:00:00,-22.781222828547914
Barind_Tract,2015-03-16 12:00:00,-12.536117404189504
Barind_Tract,2015-04-16 00:00:00,-37.613426388332655
Barind_Tract,2015-04-27 00:00:00,-29.477761843881765
Barind_Tract,2015-07-15 12:00:00,12.9473671727709
Barind_Tract,2015-08-16 12:00:00,26.539484546992476
Barind_Tract,2015-09-14 12:00:00,33.278769065448664
Barind_Tract,2015-12-23 12:00:00,-26.606595862406042
Barind_Tract,2016-01-16 12:00:00,-12.992322467436638
Barind_Tract,2016-02-14 00:00:00,-18.02677766871463
Barind_Tract,2016-03-16 12:00:00,-37.54549044291059
Barind_Tract,2016-05-20 00:00:00,-30.573803918910322
Barind_Tract,2016-06-16 00:00:00,-26.02764976003808
Barind_Tract,2016-07-15 12:00:00,-1.5229261523179123
Barind_Tract,2016-08-21 12:00:00,16.55301176254393
Barind_Tract,2016-11-27 12:00:00,-5.009995398634603
Barind_Tract,2016-12-24 12:00:00,-15.38430499527605
Barind_Tract,2017-01-21 00:00:00,-17.553027221108337
Barind_Tract,2017-03-31 12:00:00,-28.077337885381297
Barind_Tract,2017-04-24 12:00:00,-25.40592039915272
Barind_Tract,2017-05-12 12:00:00,-25.850674119042175
Barind_Tract,2017-06-11 00:00:00,-22.140341580976127
Barind_Tract,2018-06-16 00:00:00,-17.781723729525236
Barind_Tract,2018-07-10 00:00:00,-4.795161974509224
Barind_Tract,2018-10-31 12:00:00,-2.0125479724879276
Barind_Tract,2018-11-16 00:00:00,-10.569519973041242
Barind_Tract,2018-12-16 12:00:00,-20.573121725581224
Barind_Tract,2019-01-16 12:00:00,-28.13912016164729
Barind_Tract,2019-02-14 00:00:00,-24.72244823419257
Barind_Tract,2019-03-16 12:00:00,-29.627773719966097
Barind_Tract,2019-04-16 00:00:00,-35.61816241798746
Barind_Tract,2019-05-16 12:00:00,-29.819102923059656
Barind_Tract,2019-06-16 00:00:00,-23.574382436511517
Barind_Tract,2019-07-16 12:00:00,-3.640399837681799
Barind_Tract,2019-08-16 12:00:00,6.09594338384004
Barind_Tract,2019-09-16 00:00:00,16.221781841977982
Barind_Tract,2019-10-16 12:00:00,13.758095445828458
Barind_Tract,2019-11-16 00:00:00,1.1644999495738555
Barind_Tract,2019-12-16 12:00:00,-6.376069664491864
Barind_Tract,2020-01-16 12:00:00,-13.583378807426449
Barind_Tract,2020-02-15 12:00:00,-14.223172213130933
Barind_Tract,2020-03-16 12:00:00,-26.704611778181153
Barind_Tract,2020-04-16 00:00:00,-34.495086529435284
Barind_Tract,2020-05-16 12:00:00,-28.2324601016509
Barind_Tract,2020-06-16 00:00:00,-12.319749010984875
Barind_Tract,2020-07-16 12:00:00,26.49460100832756
Barind_Tract,2020-08-16 12:00:00,28.35863749405538
Barind_Tract,2020-09-16 00:00:00,29.224929919252666
Barind_Tract,2020-10-16 12:00:00,24.605128945945303
Barind_Tract,2020-11-16 00:00:00,9.605206305996983
Barind_Tract,2020-12-16 12:00:00,-0.17530414221312962
Barind_Tract,2021-01-16 12:00:00,-11.3637293273054
Barind_Tract,2021-02-15 00:00:00,-20.560553070755315
Barind_Tract,2021-03-16 12:00:00,-27.114495223091737
Barind_Tract,2021-04-16 00:00:00,-36.544650009807924
Barind_Tract,2021-05-16 12:00:00,-32.541241243744
Barind_Tract,2021-06-16 00:00:00,-12.245795897007326
Barind_Tract,2021-07-16 12:00:00,13.055286413310299
Barind_Tract,2021-08-16 12:00:00,24.515762874826116
Barind_Tract,2021-09-16 00:00:00,27.271074941919665
Barind_Tract,2021-10-16 12:00:00,19.907793190880543
Barind_Tract,2021-11-16 00:00:00,5.562115809146695
Barind_Tract,2021-12-16 12:00:00,-5.453596923922542
Barind_Tract,2022-01-16 12:00:00,-9.979141883183214
Barind_Tract,2022-02-15 00:00:00,-11.64008172666668
Barind_Tract,2022-03-16 12:00:00,-18.868784243617498
Barind_Tract,2022-04-16 00:00:00,-18.148536459294213
Barind_Tract,2022-05-16 12:00:00,-17.875869141703266
Barind_Tract,2022-06-16 00:00:00,-15.860895439395815
Barind_Tract,2022-07-16 12:00:00,-5.383088868090947
Barind_Tract,2022-08-16 12:00:00,17.649927618825043
Barind_Tract,2022-09-16 00:00:00,24.355940905811753
Barind_Tract,2022-10-16 12:00:00,-4.546355907750277
Barind_Tract,2022-11-16 00:00:00,-3.0043077590985705
Barind_Tract,2022-12-16 12:00:00,-19.480424992415124
Barind_Tract,2023-01-16 12:00:00,-21.79855069965936
Barind_Tract,2023-02-15 00:00:00,-21.37575147122992
Barind_Tract,2023-03-16 12:00:00,-31.316533066044382
Barind_Tract,2023-04-16 00:00:00,-36.338758472203594
Barind_Tract,2023-05-16 12:00:00,-41.16540884042394
Barind_Tract,2023-06-16 00:00:00,-37.693549983053394
Barind_Tract,2023-07-16 12:00:00,-13.58514630160714
Barind_Tract,2023-08-16 12:00:00,5.023335666219454
Barind_Tract,2023-09-16 00:00:00,4.023544114456044
Barind_Tract,2023-10-16 12:00:00,4.119006940679045
Barind_Tract,2023-11-16 00:00:00,-11.089008967686533
Barind_Tract,2023-12-16 12:00:00,-14.179153328126086
Barind_Tract,2024-01-16 12:00:00,-20.392952499236344
Barind_Tract,2024-02-15 12:00:00,-20.52114376028885
Barind_Tract,2024-03-16 12:00:00,-28.027775669548518
Barind_Tract,2024-04-16 00:00:00,-38.52068547355911
Barind_Tract,2024-05-16 12:00:00,-41.1170328908162
Barind_Tract,2024-06-16 00:00:00,-25.081423464223832
Barind_Tract,2024-07-16 12:00:00,-3.092059882962119
Barind_Tract,2024-08-16 12:00:00,19.25465641906539
Barind_Tract,2024-09-16 00:00:00,12.564865776484389
