iteration,scenario,dalys_averted,total_cost_usd,cost_per_daly,as_reduction_pct,mn_reduction_pct,fe_reduction_pct
292,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
292,S5_fertilizer_policy,15669201.321534187,50000000,3.190973105392742,33.98144534063186,,
293,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
293,S2_po4_removal,34872963.123178005,151500000,4.344339752973468,67.9338573522236,23.41503527414214,
293,S3_multi_treatment,48125275.30949162,808000000,16.78951434155516,82.50406551828937,46.17015687161521,99.00580329142782
293,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
293,S5_fertilizer_policy,15742471.615687825,50000000,3.176121337272958,34.140344983618256,,
294,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
294,S2_po4_removal,25474209.750425465,151500000,5.947191354874891,51.47358519082197,11.47801666625454,
294,S3_multi_treatment,51484659.82295361,808000000,15.693995119683516,75.56504288557268,89.93043566202228,96.70518762311588
294,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
294,S5_fertilizer_policy,9013796.435969323,50000000,5.547052272056676,19.548018090719378,,
295,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
295,S2_po4_removal,20234231.073705316,151500000,7.487311944207087,41.48679018207616,7.287517866150636,
295,S3_multi_treatment,51585961.977171466,808000000,15.663175969415233,86.10041465696574,58.00252940699933,99.30994590631016
295,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
295,S5_fertilizer_policy,11815517.65040104,50000000,4.231723186355945,25.624048027041507,,
296,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
296,S2_po4_removal,22724074.155369967,151500000,6.666938285985076,48.16025520785794,3.4111658603171295,
296,S3_multi_treatment,40431141.94472123,808000000,19.9845950704218,64.75162486456543,52.587634959049424,83.58325062247168
296,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
296,S5_fertilizer_policy,2321977.909345567,50000000,21.533365928572568,5.035621394444877,,
297,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
297,S2_po4_removal,31429278.458779544,151500000,4.820346104944689,63.135732387526566,15.289484267633666,
297,S3_multi_treatment,55800577.80748104,808000000,14.480136796928893,88.35195974759921,79.47909152874449,96.81329228404265
297,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
297,S5_fertilizer_policy,10743865.897558548,50000000,4.653818325428101,23.299980914995228,,
298,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
298,S2_po4_removal,12852196.068602733,151500000,11.787868718413568,25.7844032206169,6.3536780724106166,
298,S3_multi_treatment,49953959.1188491,808000000,16.17489412756311,77.00632090072249,74.96284572249472,99.03654126019771
298,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
298,S5_fertilizer_policy,7045119.251080692,50000000,7.097111946306687,15.278592050497162,,
299,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
299,S2_po4_removal,30498274.111123115,151500000,4.9674942079671975,61.60227998452174,13.811745957634214,
299,S3_multi_treatment,55876939.143091284,808000000,14.46034826515551,87.8617536886726,81.30979555491092,97.6155158089321
299,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
299,S5_fertilizer_policy,2433879.702294819,50000000,20.543332504419496,5.278300302105421,,
300,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
300,S2_po4_removal,23079823.705517545,151500000,6.564174923215807,49.00975068771688,3.173832807731981,
300,S3_multi_treatment,54995816.67781354,808000000,14.692026572376806,93.25832448946268,58.741602351967494,99.22267097768439
300,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
300,S5_fertilizer_policy,6197767.124702834,50000000,8.067421539720625,13.44095850581833,,
301,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
301,S2_po4_removal,31389007.200228736,151500000,4.826530480355428,65.19601601398003,8.753969275136685,
301,S3_multi_treatment,46806385.040835254,808000000,17.262602085059065,77.26028058757203,56.81296711580111,82.528662085256
301,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
301,S5_fertilizer_policy,14006850.501163132,50000000,3.569681849309949,30.37634241418209,,
302,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
302,S2_po4_removal,21313022.03542965,151500000,7.10833028503205,42.28387052283888,11.981475207090355,
302,S3_multi_treatment,48804161.79603672,808000000,16.555965111680617,81.39984063516361,59.81608564948142,70.78407303639513
302,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
302,S5_fertilizer_policy,16632684.86359357,50000000,3.0061292214729822,36.070930480891924,,
303,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
303,S2_po4_removal,28163099.860468626,151500000,5.379379427356797,50.60819974450038,31.857106770433298,
303,S3_multi_treatment,50456986.943609044,808000000,16.013639516426625,76.29997378751446,81.41106514752028,94.27758674189323
303,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
303,S5_fertilizer_policy,9988090.848590575,50000000,5.005961675554396,21.66094852340659,,
304,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
304,S2_po4_removal,39846988.65063894,151500000,3.802043896674002,84.18609473224268,6.783703262057605,
304,S3_multi_treatment,38156224.80695863,808000000,21.176099157814043,48.25985076807098,86.04976329063004,91.90204042954299
304,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
304,S5_fertilizer_policy,6178912.645726174,50000000,8.09203865903234,13.400069220294203,,
305,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
305,S2_po4_removal,26152981.67964948,151500000,5.79283853197845,52.67318857543759,12.307072909725916,
305,S3_multi_treatment,50682589.764090806,808000000,15.942358189685034,79.33967329735552,77.0672249198069,77.66357501572595
305,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
305,S5_fertilizer_policy,15474897.037389375,50000000,3.231039268254481,33.560061999156545,,
306,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
306,S2_po4_removal,33863704.55009977,151500000,4.473816495057793,70.69446844689669,8.353394640858944,
306,S3_multi_treatment,68070453.64725004,808000000,11.870054578850924,94.65673763730129,91.50056096265568,94.38408897547727
306,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
306,S5_fertilizer_policy,2529099.0351501256,50000000,19.769886155143006,5.484800332859885,,
307,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
307,S2_po4_removal,31834438.546798356,151500000,4.758997077246604,64.61517975174762,13.461206339175066,
307,S3_multi_treatment,57996094.187755756,808000000,13.931972683956818,93.45494440766103,80.28787399249867,87.82755424398931
307,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
307,S5_fertilizer_policy,6090456.826278821,50000000,8.209564803786527,13.208237069316557,,
308,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
308,S2_po4_removal,35420873.00713452,151500000,4.277139074733835,74.38846773080836,7.388708732772526,
308,S3_multi_treatment,68088326.06366299,808000000,11.866938823617359,96.90597998461315,79.03494328828754,92.81628623179567
308,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
308,S5_fertilizer_policy,7515234.866364598,50000000,6.653152015751556,16.29812123751406,,
309,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
309,S2_po4_removal,29671350.154912047,151500000,5.105935497003982,60.42446154845782,11.938650962686397,
309,S3_multi_treatment,52802288.79563616,808000000,15.30236696987228,79.31707794671,87.86313550107235,93.5216248089914
309,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
309,S5_fertilizer_policy,3730204.8429044336,50000000,13.404089615912008,8.089611549269872,,
310,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
310,S2_po4_removal,20185457.060407594,151500000,7.505403496518143,40.6354708651027,9.556316638324832,
310,S3_multi_treatment,41622305.5990203,808000000,19.412668000280565,58.262248225724576,77.61800468967351,96.12060213120982
310,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
310,S5_fertilizer_policy,6020169.994839177,50000000,8.305413309402022,13.055807594978925,,
311,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
311,S2_po4_removal,18717979.94920571,151500000,8.093822111740687,36.06289467242809,13.786565988511784,
311,S3_multi_treatment,68097417.41395819,808000000,11.865354527150997,98.05012577921077,75.55967647519348,77.32937807830622
311,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
311,S5_fertilizer_policy,17820171.67211528,50000000,2.8058091089121886,38.64620647923175,,
312,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
312,S2_po4_removal,32316630.488789037,151500000,4.6879887447596635,69.8654151725668,0.6662547693552962,
312,S3_multi_treatment,54213840.722528026,808000000,14.903943148677227,88.52126067324873,69.09994876735479,93.85806260078414
312,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
312,S5_fertilizer_policy,12929251.579951055,50000000,3.8671998677427917,28.039377811527643,,
313,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
313,S2_po4_removal,19765337.239568584,151500000,7.664933725325437,40.82262928223807,6.214144076769954,
313,S3_multi_treatment,40523876.01999967,808000000,19.938862699146284,57.53226824521971,72.82085788090919,94.99949047722586
313,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
313,S5_fertilizer_policy,10612908.984280385,50000000,4.71124364432588,23.01597759541161,,
314,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
314,S2_po4_removal,32103642.39025896,151500000,4.719090692524311,66.44693816390912,9.663538247986816,
314,S3_multi_treatment,50058078.439593405,808000000,16.1412508267779,83.08220359461858,58.75333831273175,91.29162502349621
314,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
314,S5_fertilizer_policy,12937666.643311314,50000000,3.8646845198975397,28.057627370630637,,
315,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
315,S2_po4_removal,33967031.928935766,151500000,4.460207189046167,71.6540267687683,6.115239283942107,
315,S3_multi_treatment,68059191.04043244,808000000,11.872018865460586,93.23933936222018,90.6536156396897,91.01209715490177
315,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
315,S5_fertilizer_policy,7057830.6276779175,50000000,7.08432982280993,15.306158927722091,,
316,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
316,S2_po4_removal,39826038.494033806,151500000,3.804043930271791,84.94030601041028,4.350266707219038,
316,S3_multi_treatment,57240378.1023406,808000000,14.115909551739321,89.55808169359132,84.70004307918218,99.7824096573321
316,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
316,S5_fertilizer_policy,2115715.8970699236,50000000,23.63266262225732,4.588305596264329,,
317,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
317,S2_po4_removal,29724212.35142354,151500000,5.0968549884129875,62.51294072427721,5.93197631792057,
317,S3_multi_treatment,68079618.34460117,808000000,11.86845666363927,95.81011415372544,82.63706235829257,93.8774137792841
317,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
317,S5_fertilizer_policy,8571167.204190701,50000000,5.833511213683184,18.588098006906257,,
318,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
318,S2_po4_removal,27000224.418621786,151500000,5.611064473060896,57.783400244573336,2.3474228146490903,
318,S3_multi_treatment,48739588.74426854,808000000,16.577899420520154,70.33066261163144,87.68164648557504,97.00365897066676
318,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
318,S5_fertilizer_policy,6881686.875963286,50000000,7.2656604261729205,14.92415992546541,,
319,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
319,S2_po4_removal,30639727.216264196,151500000,4.944560992030657,59.36160015445113,21.563992306246664,
319,S3_multi_treatment,56255256.215489976,808000000,14.363102301141344,89.14941083508427,82.73077719253862,83.79560574746756
319,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
319,S5_fertilizer_policy,10951127.017227106,50000000,4.565740121664693,23.74946345496208,,
320,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
320,S2_po4_removal,34524740.546654165,151500000,4.388157524175284,73.04664619852036,5.557950469005634,
320,S3_multi_treatment,57999634.82959346,808000000,13.931122193681984,97.99263911591856,64.37025649487094,98.19272020639559
320,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
320,S5_fertilizer_policy,6392827.288760245,50000000,7.821265574921617,13.863981107100612,,
321,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
321,S2_po4_removal,38506264.93824527,151500000,3.934424703174129,76.70530895362137,20.700576307897332,
321,S3_multi_treatment,51468589.01589386,808000000,15.69889549042201,86.87015259788522,55.85980957891019,94.57336638101327
321,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
321,S5_fertilizer_policy,10693390.824272543,50000000,4.675785335228448,23.190516756054635,,
322,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
322,S2_po4_removal,31608999.48590801,151500000,4.7929387979376585,68.04307446377038,1.541819880093102,
322,S3_multi_treatment,47569979.94356706,808000000,16.98550222132828,69.63872948264678,82.49326375435831,94.9379694276662
322,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
322,S5_fertilizer_policy,7984894.840120025,50000000,6.261823230128905,17.31666228497121,,
323,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
323,S2_po4_removal,39751057.62169467,151500000,3.811219350232253,81.36425892659625,14.737851081475792,
323,S3_multi_treatment,56440206.868000075,808000000,14.316035408759497,89.14722477954501,82.08496167544219,92.9013926708098
323,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
323,S5_fertilizer_policy,9865898.67595055,50000000,5.067962042006544,21.395953100192898,,
324,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
324,S2_po4_removal,38179660.10072114,151500000,3.968081423468158,78.57408458836764,12.858160940527123,
324,S3_multi_treatment,52836877.943773955,808000000,15.29234942420005,93.64038113200557,44.37056689909327,94.16800780554664
324,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
324,S5_fertilizer_policy,6990258.349199362,50000000,7.152811455920912,15.159616443485463,,
325,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
325,S2_po4_removal,27776484.6293369,151500000,5.45425391375801,57.747498525567295,7.579683230681954,
325,S3_multi_treatment,57719560.39741709,808000000,13.998720614583153,97.95281564149798,64.9757537352039,86.85252609511205
325,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
325,S5_fertilizer_policy,7175690.696377046,50000000,6.967970348170753,15.561759414317258,,
326,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
326,S2_po4_removal,34040101.25152504,151500000,4.450633060123833,64.24675613939903,29.138862545369093,
326,S3_multi_treatment,50411806.45696156,808000000,16.027991393044402,85.24446455605171,54.34599694830589,92.07787320519064
326,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
326,S5_fertilizer_policy,10483866.142464027,50000000,4.7692329643049485,22.736125279661714,,
327,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
327,S2_po4_removal,25579404.816129953,151500000,5.922733585437711,52.28678885479062,9.697565669184922,
327,S3_multi_treatment,53961239.95705739,808000000,14.973710771713368,84.46355221990028,80.40091203699153,90.84478470047497
327,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
327,S5_fertilizer_policy,8680925.143577725,50000000,5.759754769569777,18.8261275874475,,
328,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
328,S2_po4_removal,27384774.60581539,151500000,5.53227120473826,56.2498607290804,9.552082308819699,
328,S3_multi_treatment,50771288.95245537,808000000,15.914506341500395,79.85745626772793,73.41145195611601,90.62153578162034
328,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
328,S5_fertilizer_policy,9318686.316176482,50000000,5.365563160249752,20.209225933197768,,
329,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
329,S2_po4_removal,30885564.12795625,151500000,4.905204236268713,65.4040176649652,4.798467673907509,
329,S3_multi_treatment,43850748.670334324,808000000,18.426139222261988,77.34454833932654,40.061319100474094,67.8918418965788
329,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
329,S5_fertilizer_policy,4911501.113417804,50000000,10.180187043713426,10.65146226672635,,
330,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
330,S2_po4_removal,34600968.19244731,151500000,4.3784901959208575,73.65885876097008,4.197971078436941,
330,S3_multi_treatment,68102394.72104052,808000000,11.864487340125281,98.67651952510899,80.9381539669773,84.61422117055902
330,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
330,S5_fertilizer_policy,8780631.118829891,50000000,5.694351501998072,19.04235769890249,,
331,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
331,S2_po4_removal,30764232.52006668,151500000,4.924549959150798,61.236027386350365,16.68152445780025,
331,S3_multi_treatment,53205431.22579115,808000000,15.186419532454138,86.5385486207473,68.31973478331155,94.63003191693426
331,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
331,S5_fertilizer_policy,2513381.738168098,50000000,19.893516070679727,5.450714583539408,,
332,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
332,S2_po4_removal,36314452.439658575,151500000,4.171892726504357,74.74428441685052,12.203173278618904,
332,S3_multi_treatment,45411592.24649158,808000000,17.792813685418057,71.9393979943307,62.88679731504715,86.96865831105197
332,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
332,S5_fertilizer_policy,4336692.069418572,50000000,11.529525084934976,9.404886789830993,,
333,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
333,S2_po4_removal,39721999.082079306,151500000,3.814007439226533,85.47932443263348,2.0233373259992566,
333,S3_multi_treatment,68088879.90818998,808000000,11.866842296267688,96.97568127934308,74.03828843882422,84.91398308697168
333,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
333,S5_fertilizer_policy,19107192.95306085,50000000,2.616815569028433,41.4373406546908,,
334,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
334,S2_po4_removal,14113639.128426448,151500000,10.734297414113561,23.9554374691323,20.244503833079303,
334,S3_multi_treatment,57943489.725918956,808000000,13.944620937088123,97.30456706538901,65.75059130375224,99.86034910962692
334,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
334,S5_fertilizer_policy,6367527.400597103,50000000,7.852341553380884,13.809113807287588,,
335,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
335,S2_po4_removal,15877937.108073436,151500000,9.541541761301408,31.374337711118343,9.311377831066903,
335,S3_multi_treatment,55501800.79975777,808000000,14.558086194628956,90.45867206917173,71.59720946248781,94.377928109234
335,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
335,S5_fertilizer_policy,6316380.848867647,50000000,7.915925463703415,13.69819342811242,,
336,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
336,S2_po4_removal,23426047.116091736,151500000,6.4671602191021025,43.235304088343185,23.03124408343537,
336,S3_multi_treatment,56804404.41211325,808000000,14.22424912931044,95.94738888382828,66.5508873411832,79.5020808039052
336,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
336,S5_fertilizer_policy,9503167.211095609,50000000,5.2614037919507,20.609305510863894,,
337,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
337,S2_po4_removal,18042150.421398647,151500000,8.397003486918914,32.41377769070744,20.431152292140517,
337,S3_multi_treatment,51154666.889976636,808000000,15.79523529569345,81.67164356646022,69.75336327720755,93.86603021443058
337,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
337,S5_fertilizer_policy,12324967.95953469,50000000,4.056805678048,26.728881482069067,,
338,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
338,S2_po4_removal,25351558.21216602,151500000,5.975964030774894,53.255806996747154,5.245007147456953,
338,S3_multi_treatment,48136529.34330947,808000000,16.785589053114908,68.4645122409242,90.18134552887472,93.11119035364894
338,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
338,S5_fertilizer_policy,9563352.556902424,50000000,5.228292034879767,20.73982811995378,,
339,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
339,S2_po4_removal,40385150.94031302,151500000,3.751378822971554,84.62449862701986,9.001232290502777,
339,S3_multi_treatment,53441326.61923741,808000000,15.119385148443195,82.67624246958411,81.59314453395294,94.80971567270228
339,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
339,S5_fertilizer_policy,11745748.701957062,50000000,4.2568593342771806,25.472741673936934,,
340,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
340,S2_po4_removal,14240770.653348252,151500000,10.63846920141079,29.040076356677286,5.610229987221796,
340,S3_multi_treatment,51703015.782064825,808000000,15.627715091240109,88.86332591794947,50.27922250264678,99.73715290423402
340,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
340,S5_fertilizer_policy,9942714.525172062,50000000,5.02880776405825,21.56254190890435,,
341,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
341,S2_po4_removal,30877041.782561466,151500000,4.906558117415353,63.53501552453028,10.429867229151862,
341,S3_multi_treatment,54654177.49746895,808000000,14.783865332845211,90.18015809108016,66.7490559674981,94.87251855554231
341,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
341,S5_fertilizer_policy,20840306.80330465,50000000,2.399196925069812,45.195905776335785,,
342,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
342,S2_po4_removal,30936421.935784392,151500000,4.8971403452691735,66.59099972924746,1.521950860868424,
342,S3_multi_treatment,50406896.28610392,808000000,16.029552690843772,79.65409151810269,70.04888751909515,98.28600159478046
342,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
342,S5_fertilizer_policy,11910307.091648713,50000000,4.19804456889773,25.829615761511786,,
343,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
343,S2_po4_removal,29349756.637716234,151500000,5.1618826646526,61.441369719283365,6.721664104786076,
343,S3_multi_treatment,50257803.8658193,808000000,16.07710520255197,88.0955326191895,47.714603810002274,77.1961929851102
343,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
343,S5_fertilizer_policy,6732190.192197084,50000000,7.427003482158344,14.599949821595903,,
344,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
344,S2_po4_removal,36016682.596742146,151500000,4.206384071966244,77.17675769310769,2.8356439316771334,
344,S3_multi_treatment,50886391.044987455,808000000,15.878508642628367,81.75083582691607,70.46264330544716,80.63912097077616
344,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
344,S5_fertilizer_policy,10399639.27535569,50000000,4.807859068581963,22.553464362737937,,
345,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
345,S2_po4_removal,41946408.80512264,151500000,3.6117513826713643,86.67144751386235,13.075747223014714,
345,S3_multi_treatment,68112689.45682597,808000000,11.862694109475155,99.97211129893519,68.24201985158058,99.53600182530211
345,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
345,S5_fertilizer_policy,11653036.239119567,50000000,4.290727238292507,25.2716782359442,,
346,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
346,S2_po4_removal,42539764.573056996,151500000,3.5613737292743295,91.62895944309513,1.9052322433680369,
346,S3_multi_treatment,45735620.49837065,808000000,17.666754953697094,67.64698128273601,77.25245501882341,91.02913378262095
346,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
346,S5_fertilizer_policy,8579635.839335673,50000000,5.827753174646575,18.606463745936825,,
347,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
347,S2_po4_removal,21090543.99365384,151500000,7.183314002976236,41.421280510364156,13.138195360186822,
347,S3_multi_treatment,68094132.74005593,808000000,11.865926879258119,97.63674979986122,88.46792428746998,96.93181402434067
347,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
347,S5_fertilizer_policy,1923958.4034658074,50000000,25.988087845314272,4.172445422293021,,
348,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
348,S2_po4_removal,41222722.16670179,151500000,3.6751575839010493,81.51101769681578,24.00363914694231,
348,S3_multi_treatment,47398244.43200768,808000000,17.047044878615033,74.25634441522706,67.9769043856679,91.68520830301334
348,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
348,S5_fertilizer_policy,9720574.87011148,50000000,5.143728706183668,21.080792623058294,,
349,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
349,S2_po4_removal,23487087.005661607,151500000,6.450352909387215,49.449517909165245,4.523332164280598,
349,S3_multi_treatment,68101886.66035473,808000000,11.86457585279167,98.61258012357185,75.48152695144873,91.20640070424287
349,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
349,S5_fertilizer_policy,9912818.823822826,50000000,5.04397395822854,21.49770777214959,,
350,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
350,S2_po4_removal,39143201.1284658,151500000,3.8704039432744772,83.34707168695445,4.692256047133883,
350,S3_multi_treatment,68094328.05455765,808000000,11.865892844300111,97.66133011615142,83.81129967387167,93.904277402433
350,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
350,S5_fertilizer_policy,8989366.465931252,50000000,5.562127229932689,19.49503736282603,,
351,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
351,S2_po4_removal,36935124.473628685,151500000,4.101786636949592,78.17191009382285,5.868599670611253,
351,S3_multi_treatment,54263774.718822494,808000000,14.890228410883639,99.1966854125104,41.93340838023031,69.59576456394984
351,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
351,S5_fertilizer_policy,20243324.44988285,50000000,2.469950038284811,43.90124354079188,,
352,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
352,S2_po4_removal,36890746.93447305,151500000,4.106720860629385,77.47786394517053,7.687808430049109,
352,S3_multi_treatment,56534308.41489799,808000000,14.292206319571335,95.47522102999567,64.44941792761938,88.0378696499229
352,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
352,S5_fertilizer_policy,4449979.064751238,50000000,11.236007916544006,9.650569754821113,,
353,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
353,S2_po4_removal,21335689.670765527,151500000,7.100778195494074,42.03140014486962,12.899376362919943,
353,S3_multi_treatment,55928038.8930384,808000000,14.447136284275743,86.79449600135507,84.66364661630317,98.73950815784005
353,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
353,S5_fertilizer_policy,6723051.174591146,50000000,7.437099421311587,14.580130239163422,,
354,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
354,S2_po4_removal,29277838.01163265,151500000,5.174562409280567,59.33046687747881,12.670812407667997,
354,S3_multi_treatment,40853588.17256558,808000000,19.777944512168858,70.06607405001446,36.89762707516475,94.79052898493688
354,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
354,S5_fertilizer_policy,9396564.139705196,50000000,5.321093886724502,20.37811782176207,,
355,S1_deepen_wells,34513052.90649356,2525000000,73.16072579383224,,,
355,S2_po4_removal,23855505.702085875,151500000,6.3507352093882945,49.57090843621664,6.58533899613722,
355,S3_multi_treatment,45703400.609724276,808000000,17.679209625991867,64.80520542711105,84.76903664433777,95.49539925334366
355,S4_seasonal_switch,26011605.804593824,101000000,3.882882154940343,,,
