phys_zone,population,n_cells,HI_multi_pop_mean,HI_multi_pop_p50,HI_multi_pop_p95,HI_as_only_pop_mean,HI_as_only_pop_p50,HI_as_only_pop_p95,CR_multi_pop_mean,CR_multi_pop_p50,CR_multi_pop_p95,CR_as_only_pop_mean,CR_as_only_pop_p50,CR_as_only_pop_p95
Barind_Tract,13162658.866642952,15445,3.053778041798176,2.5508133109093842,6.736717369696607,1.2764890408340108,0.7215614334697651,4.799452188884399,0.00025425671420588954,0.0001466731521360482,0.0009319655897477472,0.0002461800293037021,0.00013915827645488328,0.0009256086364277053
Northern_Terrace,17099117.394400835,20358,2.9121889702012793,2.5347780139619576,6.827292231381525,1.1521930970547114,0.8282331560053697,3.9330027222279624,0.00022648800169686347,0.00016591058619000148,0.0007632007735250674,0.00022220866871769428,0.00015973068008674987,0.0007585076678582499
Brahmaputra_Floodplain,50762659.066761255,35737,2.961151683902469,2.22673399855993,7.342002145376665,1.653444841385424,0.7591051639065031,6.111321342484497,0.0003244365409930629,0.00015116071963330738,0.0011859866834111096,0.00031887864798147455,0.00014639885303911128,0.0011786119731934384
Ganges_Floodplain,20954333.844688416,23411,5.907052591371052,4.362591448677226,16.214835784725807,4.343873641639663,2.8125596700121664,14.481604531914764,0.0008441640828445645,0.0005494394211754817,0.002795750830449244,0.0008377470594590779,0.0005424222220737749,0.002792880874012133
GBM_Delta,17545839.762144297,32501,5.954731327752612,4.655548540849728,13.017666060255086,4.377061720206301,2.9393813138432385,11.300374501077883,0.0008639248173109829,0.0005875614666122092,0.0021859942708868253,0.0008441476174683581,0.0005668806819554817,0.0021793579394935917
Meghna_Floodplain,27957851.9398849,21052,6.693714669223012,4.952255841412129,18.075766773382632,4.8661614706966665,2.854279932147718,16.60063432873094,0.0009498961655841485,0.0005658703312910108,0.00321699376324556,0.0009384739979200713,0.0005504682726284885,0.0032015509062552528
Eastern_Hills,18486717.911910415,32309,2.223447882844763,1.31768741120977,5.9835730929115,1.1685384238696725,0.33052941788774576,5.0841197930693935,0.00023374420148052877,7.550107918922326e-05,0.0009851426904216593,0.00022536098174629404,6.374495916406525e-05,0.0009805088172348117
