depth_zone,phys_zone,contaminant,dry_median,wet_median,delta_median,delta_pct,sensitivity_per_pct,sensitivity_CI_lo,sensitivity_CI_hi,delta_pct_CI_lo,delta_pct_CI_hi,mann_whitney_p,effect_size_r,n_dry,n_wet,significant,n_pairs
Deep,Meghna_Floodplain,Cr3+,0.0062,0.006229999999999999,0.0003600000000000001,5.806451612903227,1.2000000000000002e-05,-8.666666666666667e-05,0.0003375208333333332,-41.935483870967744,163.31653225806443,0.9779350669123232,,32,32,False,32
Deep,Meghna_Floodplain,NO3-,1.25,1.5,0.2,16.0,0.006666666666666667,-0.006666666666666665,0.020000000000000004,-15.999999999999996,48.000000000000014,0.18725724209741057,,32,32,False,32
Deep,Northern_Terrace,As,1.7324,3.84969,2.1906499999999998,126.4517432463634,0.07302166666666667,-0.06284566666666666,0.12994966666666666,-108.82994689448164,225.0340567998153,0.09765625,,9,9,False,9
Deep,Northern_Terrace,Mn2+,0.23079,0.0682,-0.14139000000000002,-61.26348628623425,-0.004713,-0.018907666666666663,-0.0018800000000000002,-245.77754668746473,-24.437800597946186,0.12890625,,9,9,False,9
Deep,Northern_Terrace,Fe2+,2.81453,2.86388,0.11429000000000045,4.060713511669815,0.0038096666666666817,-0.020432,0.021308333333333335,-21.778414157958874,22.712495514348753,0.42578125,,9,9,False,9
Deep,Northern_Terrace,Cr3+,0.0041,0.001,0.00019999999999999998,4.878048780487804,6.666666666666666e-06,-0.00010333333333333334,0.000228,-75.60975609756098,166.8292682926829,1.0,,9,9,False,9
Deep,Northern_Terrace,NO3-,1.2,1.1,0.0,0.0,0.0,-0.07,0.020000000000000004,-175.00000000000003,50.000000000000014,0.46875,,9,9,False,9
Intermediate,Barind_Tract,As,1.0008,3.99806,0.6350600000000002,63.45523581135094,0.021168666666666672,-0.00628,0.06648533333333334,-18.824940047961633,199.2965627498002,0.1432539001107216,,29,29,False,29
Intermediate,Barind_Tract,Mn2+,0.61305,0.097,-0.22431,-36.589185221433816,-0.007477,-0.014789666666666668,-0.0024696666666666665,-72.37419460076666,-12.085474268004239,0.029064036905765533,,29,29,True,29
Intermediate,Barind_Tract,Fe2+,2.69996,2.63204,-0.5519700000000001,-20.44363620201781,-0.018399000000000002,-0.050127000000000005,0.0028573333333333337,-55.697491814693564,3.1748618498051835,0.08774079009890556,,29,29,False,29
Intermediate,Barind_Tract,Cr3+,0.0103,0.001,0.00030000000000000003,2.912621359223301,1e-05,-0.00018,0.00021400000000000002,-52.42718446601942,62.330097087378654,0.5647306069731712,,29,29,False,29
Intermediate,Barind_Tract,NO3-,1.0,1.1,0.09999999999999998,9.999999999999998,0.0033333333333333327,-0.019999999999999997,0.016666666666666666,-59.99999999999999,50.0,1.0,,29,29,False,29
Intermediate,Brahmaputra_Floodplain,As,1.0633,6.16953,1.71391,161.18781153014203,0.05713033333333333,0.025047666666666666,0.14929366666666663,70.66961346750682,421.21790651744567,0.01582449523266405,,35,35,True,35
Intermediate,Brahmaputra_Floodplain,Mn2+,0.3311,0.0712,-0.23823,-71.95107218363032,-0.007941,-0.011748125,-0.002947666666666666,-106.44631531259438,-26.70794321957112,0.043826959445141256,,35,35,True,35
Intermediate,Brahmaputra_Floodplain,Fe2+,4.2173,4.32,0.44431,10.535413653285277,0.014810333333333333,-0.08072266666666668,0.06724933333333333,-57.42252151850711,47.83819031133664,0.7037710931617767,,35,35,False,35
Intermediate,Brahmaputra_Floodplain,Cr3+,0.0057,0.001,-0.0021,-36.84210526315789,-7e-05,-0.00016333333333333334,0.00010099999999999999,-85.96491228070175,53.1578947368421,0.4610774754342467,,35,35,False,35
Intermediate,Brahmaputra_Floodplain,NO3-,2.1,1.7,-0.10000000000000009,-4.761904761904766,-0.003333333333333336,-0.01333333333333333,0.003333333333333336,-19.047619047619044,4.761904761904765,0.8507528461187139,,35,35,False,35
Intermediate,Eastern_Hills,As,0.2156,0.01384,-0.008,-3.7105751391465676,-0.0002666666666666667,-0.059326666666666666,0.06275733333333333,-825.5102040816327,873.2467532467532,0.8899688720703125,,17,17,False,17
Intermediate,Eastern_Hills,Mn2+,0.25443,0.0848,-0.13167,-51.75097276264592,-0.0043890000000000005,-0.006057666666666667,0.008130666666666668,-71.42632551192864,95.86919781472312,0.677703857421875,,17,17,False,17
Intermediate,Eastern_Hills,Fe2+,4.13407,1.77721,-1.88398,-45.57203917688863,-0.06279933333333333,-0.16478633333333334,0.0025649999999999727,-119.5816713311579,1.8613618056781618,0.056884765625,,17,17,False,17
Intermediate,Eastern_Hills,Cr3+,0.0044,0.001,-0.0031000000000000003,-70.45454545454547,-0.00010333333333333334,-0.0002866666666666667,9.266666666666668e-05,-195.45454545454544,63.18181818181819,0.3060455322265625,,17,17,False,17
Intermediate,Eastern_Hills,NO3-,1.4,1.5,0.10000000000000009,7.1428571428571495,0.003333333333333336,-0.003333333333333336,0.04333333333333333,-7.142857142857149,92.85714285714286,0.17267511033558602,,17,17,False,17
Intermediate,GBM_Delta,As,20.466,13.87275,0.19427000000000005,0.9492328740349851,0.006475666666666669,-0.31100500000000003,0.14328483333333333,-45.588537085898565,21.00334701456073,0.1706109259800871,,66,66,False,66
Intermediate,GBM_Delta,Mn2+,0.302985,0.08255,-0.125445,-41.403039754443284,-0.0041815,-0.0072807374999999995,-0.002092166666666671,-72.09007871676815,-20.715546974272694,0.46451330845560534,,66,66,False,66
Intermediate,GBM_Delta,Fe2+,4.3518550000000005,4.613915,0.11230500000000002,2.580623665080753,0.0037435000000000007,-0.033234999999999994,0.04176133333333333,-22.91091959635603,28.788643003960377,0.54182089715228,,66,66,False,66
Intermediate,GBM_Delta,Cr3+,0.01155,0.0093,-0.0014999999999999994,-12.987012987012982,-4.999999999999998e-05,-0.00014333333333333334,-1.9999999999999998e-05,-37.22943722943723,-5.194805194805195,0.017943103972297675,,66,66,True,66
Intermediate,GBM_Delta,NO3-,2.9,2.6,-0.44999999999999996,-15.517241379310343,-0.014999999999999998,-0.04000000000000001,-0.0016666666666666607,-41.379310344827594,-1.7241379310344767,0.008290961101722963,,66,66,True,66
Intermediate,Ganges_Floodplain,As,4.426550000000001,13.450849999999999,-0.01455,-0.3286984220216647,-0.000485,-0.09239066666666668,0.2224533333333333,-62.61580689250093,150.7630095672702,0.6468730494088959,,36,36,False,36
Intermediate,Ganges_Floodplain,Mn2+,0.755175,0.5634,-0.22899999999999998,-30.32409706359453,-0.007633333333333333,-0.016774795833333335,-0.003571666666666668,-66.6393716688185,-14.188764193729934,0.0015379003889393061,,36,36,True,36
Intermediate,Ganges_Floodplain,Fe2+,3.70431,2.4979199999999997,-1.18816,-32.07506931115377,-0.03960533333333334,-0.07338383333333333,-0.020711000000000014,-59.431176116469736,-16.773164233015066,0.004354625125415623,,36,36,True,36
Intermediate,Ganges_Floodplain,Cr3+,0.00855,0.001,-0.00295,-34.50292397660819,-9.833333333333333e-05,-0.00027,-1.5e-05,-94.73684210526315,-5.263157894736842,0.019234851568233548,,36,36,True,36
Intermediate,Ganges_Floodplain,NO3-,1.15,1.35,0.0,0.0,0.0,-0.011666666666666667,0.014999999999999998,-30.434782608695656,39.130434782608695,0.7140555693133566,,36,36,False,36
Intermediate,Meghna_Floodplain,As,7.7431,41.6158,13.9971,180.7686843770583,0.46657,0.21864999999999998,1.0641866666666666,84.71413258255737,412.3103149901202,0.0005685117894245195,,41,41,True,41
Intermediate,Meghna_Floodplain,Mn2+,0.26086,0.7238,0.009509999999999907,3.64563367323465,0.0003169999999999969,-0.002874666666666667,0.013300000000000001,-33.059878862224956,152.955608372307,0.12076014951890102,,41,41,False,41
Intermediate,Meghna_Floodplain,Fe2+,2.02999,2.47163,0.41039000000000014,20.21635574559481,0.013679666666666672,-0.0025273333333333406,0.034769666666666664,-3.73499376844222,51.38399696550228,0.25714455873549014,,41,41,False,41
Intermediate,Meghna_Floodplain,Cr3+,0.0193,0.001,-0.011800000000000001,-61.139896373057,-0.00039333333333333337,-0.0008133333333333332,-6.900000000000001e-05,-126.42487046632124,-10.72538860103627,0.006010630432917984,,41,41,True,41
Intermediate,Meghna_Floodplain,NO3-,1.6,2.0,0.20000000000000007,12.500000000000004,0.006666666666666669,-0.01333333333333333,0.020000000000000004,-24.999999999999993,37.50000000000001,0.6407904041301933,,41,41,False,41
Intermediate,Northern_Terrace,As,1.5482,4.6352899999999995,2.58386,166.8944580803514,0.08612866666666667,0.0380205,0.19710583333333334,73.67362097920164,381.9387030099471,0.001689910888671875,,20,20,True,20
Intermediate,Northern_Terrace,Mn2+,0.284665,0.07955,-0.108935,-38.267788453093985,-0.0036311666666666667,-0.005917500000000001,0.0006109999999999992,-62.36277729963292,6.4391477701860005,0.34881019592285156,,20,20,False,20
Intermediate,Northern_Terrace,Fe2+,7.16305,4.27,-1.3491300000000002,-18.834574657443408,-0.044971000000000004,-0.19380083333333337,0.0072591666666666655,-81.16689119858161,3.0402551985536883,0.03623390197753906,,20,20,True,20
Intermediate,Northern_Terrace,Cr3+,0.00285,0.002025,-0.00039999999999999996,-14.035087719298243,-1.3333333333333332e-05,-6.783333333333335e-05,0.00015700000000000002,-71.40350877192984,165.26315789473688,0.6406861287492027,,20,20,False,20
Intermediate,Northern_Terrace,NO3-,1.6,1.25,-0.2499999999999999,-15.624999999999993,-0.00833333333333333,-0.016666666666666663,0.006666666666666669,-31.24999999999999,12.500000000000004,0.6272960250353408,,20,20,False,20
Medium_Deep,Brahmaputra_Floodplain,As,0.6407,2.84133,2.50428,390.86624004994536,0.08347600000000001,-0.012200666666666674,0.209142,-57.128141095676625,979.2820352739192,0.083251953125,,15,15,False,15
Medium_Deep,Brahmaputra_Floodplain,Mn2+,0.20013,0.0394,-0.16172999999999998,-80.81247189326936,-0.005390999999999999,-0.006427666666666666,0.013538999999999999,-96.35237095887672,202.9530804976765,0.76153564453125,,15,15,False,15
Medium_Deep,Brahmaputra_Floodplain,Fe2+,3.47868,3.4,0.7575399999999997,21.776650913564904,0.025251333333333324,-0.10020633333333334,0.05887466666666666,-86.41754918532317,50.773281819540735,1.0,,15,15,False,15
Medium_Deep,Brahmaputra_Floodplain,Cr3+,0.0035,0.001,-0.0005,-14.285714285714286,-1.6666666666666667e-05,-0.00016049999999999997,2.6666666666666667e-05,-137.57142857142856,22.857142857142858,0.3785785500503219,,15,15,False,15
Medium_Deep,Brahmaputra_Floodplain,NO3-,2.5,1.6,-0.7,-28.0,-0.02333333333333333,-0.08333333333333333,-0.006333333333335144,-99.99999999999999,-7.600000000002173,0.10537319960472753,,15,15,False,15
Medium_Deep,Eastern_Hills,As,0.0942,2.26094,2.14186,2273.736730360934,0.07139533333333332,-0.0006866666666666667,0.09021033333333332,-21.86836518046709,2872.940552016985,0.03234100341796875,,19,19,True,19
Medium_Deep,Eastern_Hills,Mn2+,0.12961,0.0924,-0.01245,-9.605740297816526,-0.00041499999999999995,-0.0017566666666666668,0.007229666666666667,-40.66044286706273,167.34048298742383,0.9217147827148438,,19,19,False,19
Medium_Deep,Eastern_Hills,Fe2+,3.5606,2.23312,-1.00947,-28.35112059765208,-0.033649000000000005,-0.15536066666666667,0.030183333333333333,-130.89984834016738,25.43110711677807,0.09551239013671875,,19,19,False,19
Medium_Deep,Eastern_Hills,Cr3+,0.0065,0.0034,-0.0007499999999999998,-11.538461538461537,-2.4999999999999994e-05,-8.200000000000001e-05,1.3333333333333335e-05,-37.846153846153854,6.153846153846155,0.4413337707519531,,19,19,False,19
Medium_Deep,Eastern_Hills,NO3-,1.2,1.4,0.30000000000000004,25.000000000000004,0.010000000000000002,0.0,0.03333333333333333,0.0,83.33333333333334,0.01976533041729735,,19,19,True,19
Medium_Deep,GBM_Delta,As,3.1667,9.989685,2.551755,80.58088862222503,0.0850585,0.010104929166666669,0.14480333333333337,9.572990021157674,137.18066125619734,0.052475138087962746,,100,100,False,100
Medium_Deep,GBM_Delta,Mn2+,0.25817999999999997,0.0871,-0.08246999999999999,-31.942830583313963,-0.0027489999999999997,-0.0038499999999999997,-0.0007979999999999997,-44.73623053683477,-9.272600511271204,0.4787621325036495,,100,100,False,100
Medium_Deep,GBM_Delta,Fe2+,2.7692449999999997,3.91046,0.2387999999999998,8.6232890192092,0.007959999999999993,0.0003569999999999999,0.021914904166666617,0.38674801254493546,23.741024178070145,0.38248077552601834,,100,100,False,100
Medium_Deep,GBM_Delta,Cr3+,0.01325,0.010665000000000001,-0.0046,-34.71698113207547,-0.00015333333333333334,-0.0002721666666666667,-7.999999999999999e-05,-61.622641509433976,-18.11320754716981,0.0002159076122813839,,100,100,True,100
Medium_Deep,GBM_Delta,NO3-,2.1500000000000004,1.9,-0.19999999999999984,-9.30232558139534,-0.006666666666666662,-0.014999999999999998,0.005000000000000008,-20.93023255813953,6.976744186046521,0.49623303528417195,,100,100,False,100
Medium_Deep,Ganges_Floodplain,As,2.9532,9.26032,2.54369,86.13334687796288,0.08478966666666667,0.027674666666666663,0.18454399999999999,28.113233103074634,187.46850873628605,0.26389263197779655,,31,31,False,31
Medium_Deep,Ganges_Floodplain,Mn2+,0.62914,0.5447,-0.06220999999999999,-9.888101217535045,-0.0020736666666666664,-0.009153333333333335,0.009101666666666668,-43.646883046698676,43.400514988714754,0.7206862810999155,,31,31,False,31
Medium_Deep,Ganges_Floodplain,Fe2+,2.81262,2.09791,-0.10072999999999999,-3.581358306490034,-0.0033576666666666664,-0.02272133333333334,0.023969999999999995,-24.23505485988154,25.5669091452098,0.8695757398381829,,31,31,False,31
Medium_Deep,Ganges_Floodplain,Cr3+,0.007,0.001,-0.0058,-82.85714285714285,-0.0001933333333333333,-0.0002666666666666667,-8.333333333333333e-05,-114.28571428571429,-35.714285714285715,0.0002830789435165414,,31,31,True,31
Medium_Deep,Ganges_Floodplain,NO3-,1.1,1.2,0.19999999999999996,18.181818181818176,0.006666666666666665,-0.006666666666666669,0.01333333333333333,-18.181818181818187,36.36363636363635,0.42983292685252106,,31,31,False,31
Medium_Deep,Meghna_Floodplain,As,2.9352,8.958145,6.315,215.1471790678659,0.21050000000000002,0.0894605,0.2833575,91.43550695012263,289.6131439084219,0.0004998449321647058,,42,42,True,42
Medium_Deep,Meghna_Floodplain,Mn2+,0.26492000000000004,0.5597,0.17930999999999997,67.68458402536612,0.005976999999999999,-0.002139020833333333,0.012021500000000001,-24.22264268458402,136.13354975086818,0.014183732939272886,,42,42,True,42
Medium_Deep,Meghna_Floodplain,Fe2+,3.921055,3.4766649999999997,-0.29275500000000004,-7.466230389525269,-0.009758500000000002,-0.04672799999999999,0.021037000000000004,-35.75160256614609,16.095413096730347,0.11881826305125287,,42,42,False,42
Medium_Deep,Meghna_Floodplain,Cr3+,0.0231,0.004314999999999999,-0.006,-25.974025974025974,-0.0002,-0.0007181666666666668,-1.864166666667042e-05,-93.2683982683983,-2.4209956709961586,0.0018101991130713927,,42,42,True,42
Medium_Deep,Meghna_Floodplain,NO3-,2.05,1.75,-0.24999999999999994,-12.19512195121951,-0.008333333333333331,-0.02666666666666667,0.010000000000000002,-39.02439024390245,14.634146341463419,0.3214711094428888,,42,42,False,42
Medium_Deep,Northern_Terrace,As,4.0949,8.99407,2.6432200000000003,64.5490732374417,0.08810733333333334,-0.24469366666666664,0.40152666666666664,-179.26713717062688,294.16591369752615,0.359375,,9,9,False,9
Medium_Deep,Northern_Terrace,Mn2+,0.36571,0.0651,-0.14651999999999998,-40.064532006234444,-0.0048839999999999995,-0.009055666666666665,0.014423,-74.28563615979874,118.31505837959038,0.5703125,,9,9,False,9
Medium_Deep,Northern_Terrace,Fe2+,4.83835,4.76,0.4532400000000001,9.367656329120466,0.015108000000000003,-0.11708666666666663,0.018430666666666668,-72.59912986865355,11.427862804468466,0.734375,,9,9,False,9
Medium_Deep,Northern_Terrace,Cr3+,0.0041,0.001,-0.002,-48.78048780487805,-6.666666666666667e-05,-0.000183,0.00042000000000000007,-133.90243902439025,307.31707317073176,0.8203125,,9,9,False,9
Medium_Deep,Northern_Terrace,NO3-,1.3,1.5,-0.30000000000000004,-23.07692307692308,-0.010000000000000002,-0.04,0.023333333333333334,-92.3076923076923,53.84615384615385,0.42578125,,9,9,False,9
Shallow,Barind_Tract,As,0.8106,1.9615049999999998,-0.0091,-1.1226252158894647,-0.00030333333333333335,-0.0056683333333333325,0.006512666666666667,-20.978287688132248,24.103133481371824,0.7020946320108743,,52,52,False,52
Shallow,Barind_Tract,Mn2+,0.68141,0.6193500000000001,-0.06653499999999998,-9.76431223492464,-0.002217833333333333,-0.006977833333333335,0.0005370000000000005,-30.720858220454655,2.364215376938996,0.3970267515787559,,52,52,False,52
Shallow,Barind_Tract,Fe2+,1.0460500000000001,1.24637,0.07963,7.612446823765595,0.0026543333333333336,-0.010898666666666668,0.008256000000000001,-31.256632092156206,23.677644472061566,0.8697905791376359,,52,52,False,52
Shallow,Barind_Tract,Cr3+,0.01055,0.014624999999999999,0.001235,11.706161137440757,4.116666666666667e-05,-0.00012833333333333333,0.00026050000000000004,-36.49289099526066,74.07582938388626,0.47749134567387597,,52,52,False,52
Shallow,Barind_Tract,NO3-,1.1,1.3,-0.04999999999999999,-4.545454545454544,-0.0016666666666666663,-0.011666666666666664,0.011666666666666667,-31.818181818181802,31.818181818181817,0.6799875551618101,,52,52,False,52
Shallow,Brahmaputra_Floodplain,As,0.5,4.586919999999999,1.56954,313.908,0.052317999999999996,0.0123015,0.14283566666666664,73.809,857.0139999999998,0.027535438537597656,,22,22,True,22
Shallow,Brahmaputra_Floodplain,Mn2+,0.37068999999999996,0.06895,-0.175885,-47.44800237395128,-0.005862833333333334,-0.010808333333333333,0.00048666666666666487,-87.47201165394264,3.938600987347905,0.07942724227905273,,22,22,False,22
Shallow,Brahmaputra_Floodplain,Fe2+,2.6371,3.14793,-0.018945000000000004,-0.7184027909445982,-0.0006315000000000001,-0.09472410833333332,0.089114,-107.75940426984184,101.37727048651927,0.42448854446411133,,22,22,False,22
Shallow,Brahmaputra_Floodplain,Cr3+,0.004,0.0057350000000000005,0.0008550000000000001,21.375,2.85e-05,-9.333333333333334e-05,0.00016766666666666666,-70.0,125.75,0.5445904731750488,,22,22,False,22
Shallow,Brahmaputra_Floodplain,NO3-,1.8,1.9500000000000002,0.10000000000000003,5.555555555555557,0.0033333333333333344,-0.02333333333333333,0.033333333333333326,-38.88888888888888,55.555555555555536,0.5662467358801049,,22,22,False,22
Shallow,GBM_Delta,As,15.335,25.82625,3.8285100000000027,24.965829801108594,0.1276170000000001,-0.044869999999999875,0.3110233333333334,-8.777958917508942,60.845777632866,0.3369474411010742,,22,22,False,22
Shallow,GBM_Delta,Mn2+,0.203395,0.08635,-0.0774,-38.05403279333317,-0.00258,-0.005600999999999998,0.020318,-82.61265026180581,299.6828830600556,0.774528980255127,,22,22,False,22
Shallow,GBM_Delta,Fe2+,3.528815,4.636215,0.173385,4.913405775026461,0.005779500000000001,-0.050442333333333346,0.105857,-42.88323417351152,89.99366642909874,0.5028400421142578,,22,22,False,22
Shallow,GBM_Delta,Cr3+,0.00645,0.01079,0.004515,70.0,0.0001505,-0.00016333333333333334,0.000301,-75.96899224806202,140.0,0.4825911521911621,,22,22,False,22
Shallow,GBM_Delta,NO3-,2.2,2.2,0.04999999999999971,2.2727272727272596,0.001666666666666657,-0.020000000000000004,0.05833333333333333,-27.272727272727277,79.54545454545453,0.47493061687037275,,22,22,False,22
Shallow,Ganges_Floodplain,As,5.5763,12.1676,0.9993100000000004,17.92066423972886,0.033310333333333345,-0.14064333333333331,0.1432163333333333,-75.66486738518371,77.04911859118053,1.0,,29,29,False,29
Shallow,Ganges_Floodplain,Mn2+,0.48376,0.5373,-0.12759999999999994,-26.37671572680667,-0.004253333333333331,-0.012212,-0.00038966666666666593,-75.7317678187531,-2.4164875144699804,0.09195835143327713,,29,29,False,29
Shallow,Ganges_Floodplain,Fe2+,2.83742,2.96764,-1.16277,-40.97983379267082,-0.038759,-0.062239666666666665,0.004024333333333334,-65.8059081841955,4.2549217246653654,0.04312055930495262,,29,29,True,29
Shallow,Ganges_Floodplain,Cr3+,0.0052,0.001,-0.0025,-48.07692307692308,-8.333333333333333e-05,-0.00022099999999999998,-2e-05,-127.49999999999999,-11.538461538461538,0.2217899729802546,,29,29,False,29
Shallow,Ganges_Floodplain,NO3-,1.0,1.3,0.30000000000000004,30.000000000000004,0.010000000000000002,-0.0033333333333333327,0.029999999999999995,-9.999999999999998,89.99999999999999,0.19814876085834154,,29,29,False,29
Shallow,Meghna_Floodplain,As,22.421,7.7198,-2.4495200000000006,-10.92511484768744,-0.08165066666666669,-1.5201313333333333,0.25732333333333335,-203.39833192096694,34.43066767762367,0.21011734008789062,,19,19,False,19
Shallow,Meghna_Floodplain,Mn2+,0.56043,0.6193,-0.05159999999999999,-9.207215887800437,-0.0017199999999999997,-0.008008666666666664,0.01979233333333334,-42.87065289152971,105.94900344378426,0.9217147827148438,,19,19,False,19
Shallow,Meghna_Floodplain,Fe2+,5.14651,4.14119,0.0391900000000005,0.7614869105471572,0.00130633333333335,-0.07058,0.041632333333333334,-41.14244410289692,24.268290550295248,0.5948867797851562,,19,19,False,19
Shallow,Meghna_Floodplain,Cr3+,0.0097,0.00458,-0.0015999999999999999,-16.49484536082474,-5.3333333333333326e-05,-0.00036399999999999996,0.00024133333333333336,-112.57731958762885,74.63917525773196,0.37359619140625,,19,19,False,19
Shallow,Meghna_Floodplain,NO3-,2.0,2.3,0.4,20.0,0.013333333333333334,-0.010000000000000002,0.03333333333333333,-15.000000000000004,50.0,0.6434512436957017,,19,19,False,19
Shallow,Northern_Terrace,As,1.03485,2.677805,1.642955,158.7626226023095,0.05476516666666666,-0.004623333333333333,0.18416495416666614,-13.402908634101557,533.8888365463578,0.011472702026367188,,22,22,True,22
Shallow,Northern_Terrace,Mn2+,0.28801,0.05455,-0.10938,-37.97784799138919,-0.0036460000000000004,-0.005791333333333333,-0.0026063333333333338,-60.32429429533697,-27.148362904065838,0.2221074104309082,,22,22,False,22
Shallow,Northern_Terrace,Fe2+,4.8810649999999995,4.46,-0.708645,-14.518245505847597,-0.0236215,-0.21082683333333332,0.004796333333333329,-129.57838094760058,2.947922225989612,0.022916316986083984,,22,22,True,22
Shallow,Northern_Terrace,Cr3+,0.0033499999999999997,0.0023699999999999997,-0.00025,-7.46268656716418,-8.333333333333334e-06,-7.566666666666666e-05,0.00011183333333333333,-67.76119402985074,100.1492537313433,0.6147180560272906,,22,22,False,22
