depth_zone,phys_zone,contaminant,ssp,n_models,baseline_dry,ensemble_median,ensemble_p5,ensemble_p95,ensemble_std,pct_change_median,pct_change_p5,pct_change_p95
Intermediate,Eastern_Hills,NO3-,ssp585,6,1.4,1.6085763649494187,1.5891164346150526,1.6213336874666735,0.013502570700347494,14.898311782101343,13.508316758218049,15.8095491047624
Intermediate,GBM_Delta,As,ssp245,5,20.466,23.21355973561825,23.169192357372484,23.23712937087492,0.027715164611381234,13.42499626511409,13.20821048261743,13.540161100727646
Intermediate,GBM_Delta,As,ssp585,6,20.466,24.883484404187236,24.845679597526665,24.90826805464151,0.02623144409956539,21.58450309873563,21.399783042737532,21.7055997979161
Intermediate,GBM_Delta,Mn2+,ssp245,5,0.302985,0.2783304483150696,0.2631109450733269,0.3069795746034326,0.017896375275002954,-8.13721857020328,-13.160405606440293,1.3184067209375414
Intermediate,GBM_Delta,Mn2+,ssp585,6,0.302985,0.2766420089892009,0.26063858575743026,0.3010535185971467,0.01693829981505109,-8.694486859349182,-13.976406172770844,-0.6374841668245355
Intermediate,GBM_Delta,Fe2+,ssp245,5,4.3518550000000005,4.741581561666277,4.715933348283403,4.755206866075093,0.01602178185865682,8.955412385437395,8.366049610646545,9.268504260254357
Intermediate,GBM_Delta,Fe2+,ssp585,6,4.3518550000000005,4.969342066656447,4.947487591894436,4.98366917770945,0.015164062025025507,14.189054245981223,13.686866678564332,14.518272729892177
Intermediate,GBM_Delta,Cr3+,ssp245,5,0.01155,0.011328860956774716,0.011146874788632391,0.01167143092315476,0.0002139946822312915,-1.9146237508682522,-3.4902615702823216,1.0513499840238938
Intermediate,GBM_Delta,Cr3+,ssp585,6,0.01155,0.011354004525758708,0.011162644687999882,0.011645903480774203,0.00020253856050521453,-1.6969305129116123,-3.353725645022662,0.8303331668762169
Intermediate,GBM_Delta,NO3-,ssp245,5,2.9,2.887023287032416,2.832427436589719,2.9897942769464283,0.06419840466938703,-0.44747286095116334,-2.33008839345796,3.0963543774630478
Intermediate,GBM_Delta,NO3-,ssp585,6,2.9,2.9274063577276146,2.8699984063999673,3.014976044232262,0.06076156815156389,0.9450468181936098,-1.0345377103459528,3.964691180422837
Intermediate,Ganges_Floodplain,As,ssp245,5,4.426550000000001,4.995487086280715,4.993721820449735,4.998810014954602,0.002075748417643559,12.852833160829858,12.812954116631099,12.92790129908396
Intermediate,Ganges_Floodplain,As,ssp585,6,4.426550000000001,5.34716613889986,5.3453099484736,5.349997558763511,0.0019646240369005975,20.797599460072956,20.755666342266544,20.861563944008548
Intermediate,Ganges_Floodplain,Mn2+,ssp245,5,0.755175,0.7311839394009406,0.7034007177312124,0.7834829542682936,0.03266985482064374,-3.1768875557399836,-6.855931707059643,3.748529051980478
Intermediate,Ganges_Floodplain,Mn2+,ssp585,6,0.755175,0.7410345242658304,0.7118202557013164,0.785597764731529,0.030920886903795953,-1.8724766754950382,-5.741019538343257,4.028571487606043
Intermediate,Ganges_Floodplain,Fe2+,ssp245,5,3.70431,3.4612760216009653,3.3171235645743087,3.7326279757703733,0.1695066144266209,-6.56084340670826,-10.452322711265833,0.7644602036647397
Intermediate,Ganges_Floodplain,Fe2+,ssp585,6,3.70431,3.4394273222169796,3.2878499189959625,3.670642430477786,0.16043214403325023,-7.150661736815236,-11.242581776472205,-0.9088755941650177
Intermediate,Ganges_Floodplain,Cr3+,ssp245,5,0.00855,0.007562658214990277,0.00720475208431037,0.00823637914887103,0.00042085620838820757,-11.547857134616644,-15.733893750755906,-3.668080130163391
Intermediate,Ganges_Floodplain,Cr3+,ssp585,6,0.00855,0.007272147233992129,0.006895806219733106,0.007846215178855935,0.0003983258356602553,-14.945646386056973,-19.34729567563619,-8.231401416889648
Intermediate,Ganges_Floodplain,NO3-,ssp245,5,1.15,1.22475,1.22475,1.22475,0.0,6.500000000000009,6.500000000000009,6.500000000000009
Intermediate,Ganges_Floodplain,NO3-,ssp585,6,1.15,1.2707499999999998,1.2707499999999998,1.2707499999999998,0.0,10.499999999999995,10.499999999999995,10.499999999999995
Intermediate,Meghna_Floodplain,As,ssp245,5,7.7431,15.016568997952406,11.81991161367367,16.714754727355704,1.9968699777730763,93.93484519058784,52.65089710417881,115.8664453171947
Intermediate,Meghna_Floodplain,As,ssp585,6,7.7431,17.988056378335177,15.264230469503593,19.773711568397882,1.8899683234983582,132.31078480628145,97.1333247601554,155.3720288824616
Intermediate,Meghna_Floodplain,Mn2+,ssp245,5,0.26086,0.29224731453404695,0.2900754209471982,0.2934011068400689,0.0013567262853459558,12.032245087037865,11.199655350455494,12.47454835546613
Intermediate,Meghna_Floodplain,Mn2+,ssp585,6,0.26086,0.3105403923066879,0.30868975293189027,0.31175361367807847,0.0012840944736026453,19.0448486953492,18.335410922291764,19.50993394084125
