P(As>thresh),P(Mn2+>thresh),P(Fe2+>thresh),P(Cr3+>thresh),P(As&Mn2+)_empirical,P(As&Mn2+)_independent,ratio_As_Mn2+,P(As&Fe2+)_empirical,P(As&Fe2+)_independent,ratio_As_Fe2+,P(As&Cr3+)_empirical,P(As&Cr3+)_independent,ratio_As_Cr3+,P(Mn2+&Fe2+)_empirical,P(Mn2+&Fe2+)_independent,ratio_Mn2+_Fe2+,P(Mn2+&Cr3+)_empirical,P(Mn2+&Cr3+)_independent,ratio_Mn2+_Cr3+,P(Fe2+&Cr3+)_empirical,P(Fe2+&Cr3+)_independent,ratio_Fe2+_Cr3+,P(all_4)_empirical,P(all_4)_independent,ratio_all_4,P(>=2_exceed),P(>=3_exceed)
0.3359234907352062,0.7549312612074118,0.6126718469814704,0.03646144650328751,0.24805738194859533,0.25359914452992555,0.9781475501756818,0.26060968320382544,0.20581086551320166,1.266258137314469,0.007770472205618649,0.012248256386639319,0.6344145615775042,0.4739988045427376,0.46252513014799584,1.0248065967595543,0.034668260609683206,0.027525885794173418,1.2594784730604986,0.02510460251046025,0.022338901772785233,1.1238064774090364,0.005379557680812911,0.005665126379316372,0.9495918220737167,0.5989240884638374,0.2175732217573222
