zone,obs_med,pred_med,n,abs_pct_err
Barind_Tract,2.0295345138888887,2.5968522315798337,174,27.953095343221346
Brahmaputra_Floodplain,1.588904761904762,3.189644500232929,207,100.7448512149474
Eastern_Hills,0.8841872023809525,1.261501033031835,122,42.673523167361644
GBM_Delta,2.8466342063492065,4.1442446448681025,523,45.58402465707298
Ganges_Floodplain,2.9383976190476186,5.8812750208542415,228,100.152456656307
Meghna_Floodplain,2.58414007936508,5.923641675678591,289,129.2306722449049
Northern_Terrace,1.622853392857143,1.728203060569819,130,6.491631848962091
