ID_norm,Depth_bin,As,B,Br,CO3,Ca,Cl,Depth,EC,Eh,Fe,HCO3,I,K,Mg,Mn,NO3,Na,PO4,SO4,Salinity,TDS,Temperature,pH,District,Upazila,Latitude,Longitude,Period,pair_key,CBE,CBE_flag
CDHCLW-5,Medium (50–150m),7.5,0.9,0.08,0.0,60.0,887.5,89.0,2670.0,-22.4,1.1,91.5,0.12,21.038,65.0,0.1,13.1,564.3,0.41,0.0,1.34,1778.0,27.2,7.38,Chandpur,Haimchar,23.09128,90.67039,2012-2013,CDHCLW-5_Medium (50–150m),11.145408249030691,FAIL
CDHCLW-5,Medium (50–150m),6.070225000000001,0.44999999999999996,0.055,3.0,22.79185,97.55,89.0,601.5,-38.85,1.591845,105.55,0.064295,7.46675,20.7982,0.09168,2.4499999999999997,42.1344,0.855,1.0436,0.22,381.5,26.45,6.835,Chandpur,Haimchar,23.0913,90.6704,2020-2021,CDHCLW-5_Medium (50–150m),2.7414521376764474,PASS
CDHCLW-5,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDHCLW-5_Shallow (<50m),,NO_DATA
CDHCLW-5,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDHCLW-5_Shallow (<50m),,NO_DATA
CDKAPZ-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-1_Deep (>150m),,NO_DATA
CDKAPZ-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDKAPZ-1_Deep (>150m),,NO_DATA
CDKAPZ-1,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-1_Medium (50–150m),,NO_DATA
CDKAPZ-1,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDKAPZ-1_Medium (50–150m),,NO_DATA
CDKAPZ-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-1_Shallow (<50m),,NO_DATA
CDKAPZ-1,Shallow (<50m),3.96376,0.55,0.125,18.0,37.2144,548.55,25.0,2491.5,-84.2,6.48571,247.05,0.073135,14.385200000000001,17.074995,0.07613,4.7,334.874,0.645,44.5,1.2,961.0,26.450000000000003,7.1899999999999995,Chandpur,Kachua,23.38784,90.60608,2020-2021,CDKAPZ-1_Shallow (<50m),-6.854925402157249,PASS
CDKAPZ-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-2_Deep (>150m),,NO_DATA
CDKAPZ-2,Deep (>150m),4.303535,0.7,0.065,6.0,34.4669,134.2,183.0,972.5,-26.55,4.30992,158.6,0.06185,10.2122,22.386200000000002,0.518965,0.8,95.9214,0.35,42.7815,0.42000000000000004,595.0,26.025,7.3149999999999995,Chandpur,Kachua,23.38784,90.60611,2020-2021,CDKAPZ-2_Deep (>150m),4.273826730413339,PASS
CDKAPZ-2,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-2_Medium (50–150m),,NO_DATA
CDKAPZ-2,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDKAPZ-2_Medium (50–150m),,NO_DATA
CDKAPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-2_Shallow (<50m),,NO_DATA
CDKAPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDKAPZ-2_Shallow (<50m),,NO_DATA
CDKAPZ-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-3_Deep (>150m),,NO_DATA
CDKAPZ-3,Deep (>150m),4.915875000000001,0.7,0.060000000000000005,6.0,31.280450000000002,252.35,281.0,871.0,-26.95,4.11096,173.85000000000002,0.05685,9.5028,15.20293,0.11993499999999999,0.8500000000000001,144.4135,0.405,33.5,0.45499999999999996,507.5,26.4,7.505,Chandpur,Kachua,23.38784,90.60612,2020-2021,CDKAPZ-3_Deep (>150m),-6.883564470488983,PASS
CDKAPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-3_Medium (50–150m),,NO_DATA
CDKAPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDKAPZ-3_Medium (50–150m),,NO_DATA
CDKAPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-3_Shallow (<50m),,NO_DATA
CDKAPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDKAPZ-3_Shallow (<50m),,NO_DATA
CDKAPZ-4,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-4_Deep (>150m),,NO_DATA
CDKAPZ-4,Deep (>150m),83.3226,0.5,0.12000000000000001,18.0,45.9911,244.85,336.0,796.5,41.95,4.227455,235.5,0.10697000000000001,13.048,21.794145,0.39652,4.0,126.7296,2.62,27.0,0.36,503.0,26.1,7.01,Chandpur,Kachua,23.38784,90.60613,2020-2021,CDKAPZ-4_Deep (>150m),-8.90541160490642,PASS
CDKAPZ-4,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-4_Medium (50–150m),,NO_DATA
CDKAPZ-4,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDKAPZ-4_Medium (50–150m),,NO_DATA
CDKAPZ-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDKAPZ-4_Shallow (<50m),,NO_DATA
CDKAPZ-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDKAPZ-4_Shallow (<50m),,NO_DATA
CDUM2LW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUM2LW-1_Deep (>150m),,NO_DATA
CDUM2LW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-1_Deep (>150m),,NO_DATA
CDUM2LW-1,Medium (50–150m),22.5,0.1,0.05,6.0,90.0,495.0,95.0,1991.0,14.2,0.07,103.7,0.09,5.6,60.0,0.3,1.6,415.8,0.74,9.0,0.9,1336.0,28.7,7.22,Chandpur,Uttar Matlab2,23.3744,90.70399,2012-2013,CDUM2LW-1_Medium (50–150m),26.440962610511104,FAIL
CDUM2LW-1,Medium (50–150m),1.8574,0.1,0.02,0.0,159.9,690.0,80.0,2712.0,59.2,0.11685,201.3,0.11,6.49,51.88,0.5057,1.4,181.69,2.02,39.0,1.39,1763.0,27.3,6.61,Chandpur,Matlab,23.3744,90.704,2020-2021,CDUM2LW-1_Medium (50–150m),-7.54486733133153,PASS
CDUM2LW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUM2LW-1_Shallow (<50m),,NO_DATA
CDUM2LW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-1_Shallow (<50m),,NO_DATA
CDUM2LW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUM2LW-2_Deep (>150m),,NO_DATA
CDUM2LW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-2_Deep (>150m),,NO_DATA
CDUM2LW-2,Medium (50–150m),22.5,0.8,0.08,6.0,30.0,387.5,98.0,1717.0,10.0,0.75,128.1,0.12,5.166,40.0,0.1,2.0,195.65,0.93,2.0,0.8,1151.0,28.0,7.2,Chandpur,Uttar Matlab2,23.38367,90.70474,2012-2013,CDUM2LW-2_Medium (50–150m),0.48075520209862643,PASS
CDUM2LW-2,Medium (50–150m),2.7534,0.1,0.33,12.0,86.88,352.0,98.0,1565.0,20.1,3.42974,115.9,0.27,11.61,46.79,0.36984,0.4,79.47,0.9,94.0,0.77,1019.0,26.65,6.77,Chandpur,Matlab,23.3837,90.7047,2020-2021,CDUM2LW-2_Medium (50–150m),-8.154525490027256,PASS
CDUM2LW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUM2LW-2_Shallow (<50m),,NO_DATA
CDUM2LW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-2_Shallow (<50m),,NO_DATA
CDUM2LW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUM2LW-3_Deep (>150m),,NO_DATA
CDUM2LW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-3_Deep (>150m),,NO_DATA
CDUM2LW-3,Medium (50–150m),7.5,2.9,0.04,6.0,50.0,109.0,89.0,760.0,5.9,1.8,109.8,0.07,2.308,40.0,0.5,1.5,41.9,0.83,0.0,0.3,509.0,27.9,7.07,Chandpur,Uttar Matlab2,23.3889,90.70016,2012-2013,CDUM2LW-3_Medium (50–150m),20.399585209703712,FAIL
CDUM2LW-3,Medium (50–150m),0.0384,0.9,0.21,12.0,77.9,315.0,88.0,704.0,-21.3,11.0983,128.1,0.29,12.09,41.41,0.38083,1.2,96.05,2.04,56.0,0.3,456.0,26.4,7.25,Chandpur,Matlab,23.3889,90.7002,2020-2021,CDUM2LW-3_Medium (50–150m),-1.774978073551899,PASS
CDUM2LW-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUM2LW-3_Shallow (<50m),,NO_DATA
CDUM2LW-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-3_Shallow (<50m),,NO_DATA
CDUM2LW-4,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUM2LW-4_Deep (>150m),,NO_DATA
CDUM2LW-4,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-4_Deep (>150m),,NO_DATA
CDUM2LW-4,Medium (50–150m),22.5,0.0,0.06,6.0,50.0,75.0,86.0,579.0,22.8,0.66,152.5,0.09,4.895,20.0,0.0,3.0,33.9,1.15,0.0,0.2,389.0,28.8,7.36,Chandpur,Uttar Matlab2,23.39362,90.69541,2012-2013,CDUM2LW-4_Medium (50–150m),8.109863126764976,PASS
CDUM2LW-4,Medium (50–150m),6.879,1.0,0.14,36.0,35.98,98.0,85.0,627.0,35.0,14.7674,134.2,0.22,10.78,22.62,0.35347,2.3,70.04,2.97,54.0,0.26,408.0,26.0,6.67,Chandpur,Matlab,23.3936,90.6954,2020-2021,CDUM2LW-4_Medium (50–150m),0.6841105636469219,PASS
CDUM2LW-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUM2LW-4_Shallow (<50m),,NO_DATA
CDUM2LW-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-4_Shallow (<50m),,NO_DATA
CDUM2LW-5,Deep (>150m),,1.2,0.06,6.0,50.0,225.0,183.0,1143.0,,,103.7,0.09,3.415,36.42,0.1,1.6,62.0,1.39,0.0,0.5,640.08,,,Chandpur,Uttar Matlab2,23.40961,90.69329,2012-2013,CDUM2LW-5_Deep (>150m),-0.21560835377509843,PASS
CDUM2LW-5,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-5_Deep (>150m),,NO_DATA
CDUM2LW-5,Medium (50–150m),22.5,0.0,0.09,6.0,40.0,103.0,98.0,712.0,23.2,1.77,109.8,0.09,3.757,60.0,0.1,3.2,84.85,0.63,0.0,0.3,479.0,29.8,7.38,Chandpur,Uttar Matlab2,23.40961,90.69313,2012-2013,CDUM2LW-5_Medium (50–150m),36.86366367353357,FAIL
CDUM2LW-5,Medium (50–150m),1.3037,0.7,0.06,0.0,54.99,371.0,98.0,1028.0,66.0,0.53718,176.9,0.15,4.91,22.35,0.40485,0.7,195.54,0.51,39.0,0.49,668.0,26.4,6.49,Chandpur,Matlab,23.4096,90.6931,2020-2021,CDUM2LW-5_Medium (50–150m),-3.478402285050284,PASS
CDUM2LW-5,Shallow (<50m),,0.3,0.05,12.0,20.0,197.0,24.0,997.0,,0.01,122.0,0.07,4.107,35.7,0.1,4.0,208.3,0.29,0.0,0.4,558.32,,,Chandpur,Uttar Matlab2,23.40961,90.6932,2012-2013,CDUM2LW-5_Shallow (<50m),24.014822339025475,FAIL
CDUM2LW-5,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUM2LW-5_Shallow (<50m),,NO_DATA
CDUMPZ-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUMPZ-1_Deep (>150m),,NO_DATA
CDUMPZ-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUMPZ-1_Deep (>150m),,NO_DATA
CDUMPZ-1,Medium (50–150m),1.25,0.4,0.365,1.5,55.355000000000004,385.0,100.0,1761.5,-28.749999999999996,3.8099999999999996,234.85,0.595,5.140000000000001,24.215,0.10125,0.89605,309.05,0.2941,8.530000000000001,0.875,950.05,27.4,7.295,Chandpur,Uttar Matlab,23.38783,90.60608,2012-2013,CDUMPZ-1_Medium (50–150m),10.498803174961136,FAIL
CDUMPZ-1,Medium (50–150m),34.6569,0.6,0.135,6.0,41.7267,123.6,101.0,1284.0,-102.5,1.98343,185.45,0.290685,6.804500000000001,14.782194999999998,0.645815,0.9,80.37885,0.445,6.6695,0.645,790.0,26.45,7.15,Chandpur,Uttar Matlab,23.38783,90.60608,2020-2021,CDUMPZ-1_Medium (50–150m),1.2214623302890866,PASS
CDUMPZ-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUMPZ-1_Shallow (<50m),,NO_DATA
CDUMPZ-1,Shallow (<50m),86.74494999999999,1.0,0.07,0.0,92.1105,155.65,30.0,951.35,-165.0,1.9412850000000001,356.85,0.149985,6.7385,35.2391,0.09276,1.9,61.42035,0.185,13.5,0.735,565.64,26.8,7.16,Chandpur,Uttar Matlab,23.38781,90.60612,2020-2021,CDUMPZ-1_Shallow (<50m),-0.6823610972052578,PASS
CDUMPZ-2,Deep (>150m),1.25,0.55,0.78,1.5,36.915,306.25,176.0,1001.0,-27.05,1.3,274.5,0.79,5.015000000000001,26.005,0.0435,0.25925,249.22500000000002,0.3239,8.27,0.5700000000000001,570.595,29.05,7.28,Chandpur,Uttar Matlab,23.38783,90.60611,2012-2013,CDUMPZ-2_Deep (>150m),5.729144102609656,PASS
CDUMPZ-2,Deep (>150m),4.4696,0.9,0.1,0.0,69.52695,182.8,177.0,1359.5,-125.0,1.25587,250.10000000000002,0.097555,7.241,43.45215,0.82438,1.05,83.56065000000001,0.14,31.5,0.5449999999999999,668.0,26.5,7.0600000000000005,Chandpur,Uttar Matlab,23.38783,90.60611,2020-2021,CDUMPZ-2_Deep (>150m),4.828531966264188,PASS
CDUMPZ-2,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUMPZ-2_Medium (50–150m),,NO_DATA
CDUMPZ-2,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUMPZ-2_Medium (50–150m),,NO_DATA
CDUMPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUMPZ-2_Shallow (<50m),,NO_DATA
CDUMPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUMPZ-2_Shallow (<50m),,NO_DATA
CDUMPZ-3,Deep (>150m),0.0,0.35,0.585,0.0,71.65,463.75,304.0,1819.5,-20.55,2.725,259.25,1.045,7.140000000000001,39.339999999999996,1.1975,0.33415,309.85,0.27359999999999995,9.754999999999999,0.97,1025.75,27.7,7.345,Chandpur,Uttar Matlab,23.38781,90.60612,2012-2013,CDUMPZ-3_Deep (>150m),8.038297626156885,PASS
CDUMPZ-3,Deep (>150m),4.114935,0.2,0.13,18.0,60.2563,228.05,305.0,1145.5,-93.19999999999999,1.30992,201.3,0.16801,6.3447499999999994,36.42725,0.156165,1.0,87.18039999999999,0.1,24.5,0.535,626.5,26.9,7.165,Chandpur,Uttar Matlab,23.38781,90.60612,2020-2021,CDUMPZ-3_Deep (>150m),-4.069494523100301,PASS
CDUMPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUMPZ-3_Medium (50–150m),,NO_DATA
CDUMPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUMPZ-3_Medium (50–150m),,NO_DATA
CDUMPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CDUMPZ-3_Shallow (<50m),,NO_DATA
CDUMPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CDUMPZ-3_Shallow (<50m),,NO_DATA
CHANLW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-1_Deep (>150m),,NO_DATA
CHANLW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-1_Deep (>150m),,NO_DATA
CHANLW-1,Medium (50–150m),3.75,,0.02,0.0,5.97425,48.625,101.0,197.4,-59.1,1.75,67.1,0.30000000000000004,4.02845,8.93,0.0,1.4500000000000002,45.325,0.78,7.0,0.04,113.8,28.8,8.2,Chattogram,Anowara,22.22619,91.83062,2012-2013,CHANLW-1_Medium (50–150m),8.657539393635757,PASS
CHANLW-1,Medium (50–150m),1.574375,0.4,0.245,0.0,7.026625,66.1,101.0,466.5,56.89999999999999,1.910795,34.9,0.07627,4.17155,4.09177,0.31665,1.45,30.20485,0.60703,1.0,0.22999999999999998,455.13,27.96,7.145,Chattogram,Anwara,22.221093,91.840435,2020-2021,CHANLW-1_Medium (50–150m),-6.6550538801643215,PASS
CHANLW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-1_Shallow (<50m),,NO_DATA
CHANLW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-1_Shallow (<50m),,NO_DATA
CHANLW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-2_Deep (>150m),,NO_DATA
CHANLW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-2_Deep (>150m),,NO_DATA
CHANLW-2,Medium (50–150m),0.0,,0.02,0.0,0.5297,19.9,101.0,34.95,-4.4,1.175,33.55,0.35,1.38705,5.1092,0.0,2.35,13.05,0.245,0.0,0.11,20.5,29.85,8.45,Chattogram,Anowara,22.22602,91.84218,2012-2013,CHANLW-2_Medium (50–150m),-2.8788516962141815,PASS
CHANLW-2,Medium (50–150m),0.04265,1.1,0.275,6.0,6.414465,27.6,101.0,464.5,56.8,2.976365,57.949999999999996,0.105565,7.203100000000001,4.195465,0.077635,1.25,23.64864,0.61444,1.5,0.22000000000000003,478.43,27.0,7.720000000000001,Chattogram,Anwara,22.226561,91.845095,2020-2021,CHANLW-2_Medium (50–150m),-0.2850977535882007,PASS
CHANLW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-2_Shallow (<50m),,NO_DATA
CHANLW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-2_Shallow (<50m),,NO_DATA
CHANLW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-3_Deep (>150m),,NO_DATA
CHANLW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-3_Deep (>150m),,NO_DATA
CHANLW-3,Medium (50–150m),0.0,,0.225,6.0,18.052500000000002,45.625,101.0,251.5,-38.3,3.5,82.35,0.44999999999999996,2.1687000000000003,17.5,0.05,2.2,22.69,0.605,0.0,0.095,131.1,28.95,7.95,Chattogram,Anowara,22.2273,91.85301,2012-2013,CHANLW-3_Medium (50–150m),9.67550258560792,PASS
CHANLW-3,Medium (50–150m),0.0382,1.65,0.315,0.0,22.980330000000002,158.05,101.0,510.5,41.05,1.769795,17.7,0.19139,4.79665,9.75789,0.11019999999999999,1.15,57.08655,0.65499,3.0,0.20500000000000002,402.0,27.07,7.805,Chattogram,Anwara,22.227331,91.853478,2020-2021,CHANLW-3_Medium (50–150m),-2.39511439695408,PASS
CHANLW-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-3_Shallow (<50m),,NO_DATA
CHANLW-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-3_Shallow (<50m),,NO_DATA
CHANLW-4,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-4_Deep (>150m),,NO_DATA
CHANLW-4,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-4_Deep (>150m),,NO_DATA
CHANLW-4,Medium (50–150m),0.0,,0.060000000000000005,6.0,16.200000000000003,43.5,104.0,277.5,-34.6,3.1500000000000004,118.95,0.4,2.6871,17.5,0.05,2.7,40.24,0.8200000000000001,0.0,0.1,155.5,28.7,8.05,Chattogram,Anowara,22.22544,91.85963,2012-2013,CHANLW-4_Medium (50–150m),9.652485375904009,PASS
CHANLW-4,Medium (50–150m),1.20073,1.7000000000000002,0.44,6.0,15.806145,100.65,104.0,591.5,-82.5,4.0553,104.69999999999999,0.152535,4.52345,8.29143,0.11100499999999999,1.15,45.47885,1.04355,2.0,0.24,379.5,26.875,7.66,Chattogram,Anwara,22.225458,91.860229,2020-2021,CHANLW-4_Medium (50–150m),-13.241695927311149,FAIL
CHANLW-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-4_Shallow (<50m),,NO_DATA
CHANLW-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-4_Shallow (<50m),,NO_DATA
CHANLW-5,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-5_Deep (>150m),,NO_DATA
CHANLW-5,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-5_Deep (>150m),,NO_DATA
CHANLW-5,Medium (50–150m),0.0,,0.11,0.0,5.3327,48.125,104.0,241.5,-11.7,5.35,88.44999999999999,0.25,2.5141,22.5,0.05,1.6,33.01,0.41000000000000003,14.0,0.05,136.35,28.9,7.5,Chattogram,Anowara,22.23065,91.86895,2012-2013,CHANLW-5_Medium (50–150m),9.69839903661615,PASS
CHANLW-5,Medium (50–150m),9.4538,1.25,0.28500000000000003,3.0,7.112325,54.1,104.0,523.0,-79.45,5.290685,75.65,0.07662000000000001,4.0537,7.37392,0.097835,1.85,30.30475,1.07192,3.5,0.255,455.0,27.049999999999997,7.445,Chattogram,Anwara,22.230696,91.869025,2020-2021,CHANLW-5_Medium (50–150m),-7.631188299027222,PASS
CHANLW-5,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHANLW-5_Shallow (<50m),,NO_DATA
CHANLW-5,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHANLW-5_Shallow (<50m),,NO_DATA
CHBOLW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHBOLW-1_Deep (>150m),,NO_DATA
CHBOLW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHBOLW-1_Deep (>150m),,NO_DATA
CHBOLW-1,Medium (50–150m),0.0,,0.025,0.0,2.4742499999999996,48.375,89.0,340.0,-26.2,3.4,106.75,0.30000000000000004,23.355,17.5,0.05,10.75,72.535,4.54,0.0,0.115,193.0,27.85,7.65,Chattogram,Boalkhali,22.39577,91.89325,2012-2013,CHBOLW-1_Medium (50–150m),22.64549201741996,FAIL
CHBOLW-1,Medium (50–150m),1.17757,0.6,0.175,0.0,6.149475,44.55,88.0,434.0,-86.65,2.237615,83.7,0.07185,13.897,4.83265,0.056650000000000006,2.45,30.369300000000003,1.8828099999999999,5.0,0.175,275.5,27.65,7.49,Chattogram,Boalkhali,22.395733999999997,91.892304,2020-2021,CHBOLW-1_Medium (50–150m),-6.955629860436077,PASS
CHBOLW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHBOLW-1_Shallow (<50m),,NO_DATA
CHBOLW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHBOLW-1_Shallow (<50m),,NO_DATA
CHBOLW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHBOLW-2_Deep (>150m),,NO_DATA
CHBOLW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHBOLW-2_Deep (>150m),,NO_DATA
CHBOLW-2,Medium (50–150m),31.25,,0.05,0.0,7.7705,54.0,73.0,358.0,-4.1,5.0600000000000005,128.1,0.4,13.825,42.5,0.0,3.65,66.755,1.465,0.0,0.15000000000000002,191.45,27.3,7.6499999999999995,Chattogram,Boalkhali,22.39499,91.90049,2012-2013,CHBOLW-2_Medium (50–150m),32.537366072193514,FAIL
CHBOLW-2,Medium (50–150m),0.69706,0.65,0.29,0.0,30.0604,87.65,70.0,598.5,-95.2,2.13598,148.15,0.16859,8.2826,7.824445,0.13663,1.9,52.2611,1.2734,1.5,0.23500000000000001,393.0,26.89,7.625,Chattogram,Boalkhali,22.395042500000002,91.9005,2020-2021,CHBOLW-2_Medium (50–150m),-3.0055512169108765,PASS
CHBOLW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHBOLW-2_Shallow (<50m),,NO_DATA
CHBOLW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHBOLW-2_Shallow (<50m),,NO_DATA
CHBOLW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHBOLW-3_Deep (>150m),,NO_DATA
CHBOLW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,CHBOLW-3_Deep (>150m),,NO_DATA
CHBOLW-3,Medium (50–150m),11.25,,0.049999999999999996,6.0,6.1897,80.5,90.0,625.5,-33.1,10.95,170.8,0.45,13.870000000000001,5.0,0.0,10.7,103.07,2.045,0.0,0.305,347.95000000000005,28.549999999999997,7.95,Chattogram,Boalkhali,22.39771,91.90311,2012-2013,CHBOLW-3_Medium (50–150m),3.870938283927123,PASS
CHBOLW-3,Medium (50–150m),21.9925,1.8499999999999999,0.29,0.0,27.883770000000002,171.7,90.0,842.5,-56.650000000000006,7.653499999999999,83.0,0.13405,8.13965,8.745420000000001,0.145125,1.45,63.349599999999995,2.29249,4.0,0.37,540.0,27.4,6.975,Chattogram,Boalkhali,22.397823,91.902972,2020-2021,CHBOLW-3_Medium (50–150m),-8.760469674247476,PASS
CHBOLW-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,CHBOLW-3_Shallow (<50m),,NO_DATA
